,Pattern,CPR,Encoding,Pattern Complexity,Accuracy,F1Score,Examples,Precision,TH,Recall,Concept,NumExp
752,Triplet,126.01,Agent,10,52.2,17.87,[ 206  801  225 1069  200],63.41,0.2,10.4,Key,5
753,Triplet,129.01999999999998,Agent,10,51.6,9.7,[ 206  801  225 1069  200],72.22,0.5,5.2,Key,5
754,Triplet,187.79999999999998,Agent,10,62.6,40.26,[751 151 769 557 564],100.0,0.2,25.2,Orb,5
755,Triplet,151.79999999999998,Agent,10,50.6,2.37,[751 151 769 557 564],100.0,0.5,1.2,Orb,5
756,Single,259.44,Agent,10,84.4,86.27,[390 533 487 538 557],77.04,0.2,98.0,Level Door,5
757,Single,214.57,Agent,10,73.2,67.63,[390 533 487 538 557],85.37,0.5,56.0,Level Door,5
758,Single,195.35,Agent,10,60.0,66.1,[653 772 791 601 795],57.35,0.2,78.0,Green Door,5
759,Single,192.60000000000002,Agent,10,67.0,59.85,[653 772 791 601 795],76.4,0.5,49.2,Green Door,5
760,Single,191.72,Agent,10,57.8,65.01,[ 888  942 1006  983  940],55.52,0.2,78.4,Key Door,5
761,Single,158.13,Agent,10,58.4,38.82,[ 888  942 1006  983  940],73.33,0.5,26.4,Key Door,5
762,Single,196.57,Agent,10,57.6,66.45,[1316 1218 1229 1175 1146],54.97,0.2,84.0,Other Door,5
763,Single,178.51,Agent,10,63.2,54.23,[1316 1218 1229 1175 1146],71.71,0.5,43.6,Other Door,5
764,Single,157.82,Agent,10,48.8,53.96,[ 326 1088  342 1055  831],49.02,0.2,60.0,Key,5
765,Single,116.56,Agent,10,51.0,16.95,[ 326 1088  342 1055  831],55.56,0.5,10.0,Key,5
766,Single,233.75,Agent,10,73.6,77.92,[ 168 1307  173  183  551],66.95,0.2,93.2,Orb,5
767,Single,202.03,Agent,10,69.6,61.42,[ 168 1307  173  183  551],84.03,0.5,48.4,Orb,5
768,Double,220.09999999999997,Agent,10,74.6,71.97,[465 496 565 427 358],80.3,0.2,65.2,Level Door,5
769,Double,208.28,Agent,10,70.6,60.16,[465 496 565 427 358],93.28,0.5,44.4,Level Door,5
770,Double,186.37,Agent,10,64.4,60.09,[745 738 763 825 723],68.37,0.2,53.6,Green Door,5
771,Double,189.69,Agent,10,66.2,55.17,[745 738 763 825 723],81.89,0.5,41.6,Green Door,5
772,Double,165.59,Agent,10,60.2,45.78,[ 878  980  965 1024  869],71.79,0.2,33.6,Key Door,5
773,Double,159.18,Agent,10,55.6,21.83,[ 878  980  965 1024  869],91.18,0.5,12.4,Key Door,5
774,Double,130.34,Agent,10,51.2,35.45,[1232 1322 1334 1184 1236],52.34,0.2,26.8,Other Door,5
775,Double,151.79999999999998,Agent,10,50.6,2.37,[1232 1322 1334 1184 1236],100.0,0.5,1.2,Other Door,5
776,Double,151.86,Agent,10,57.0,40.11,[1081  331  284  291  339],66.06,0.2,28.8,Key,5
777,Double,133.88,Agent,10,52.8,16.31,[1081  331  284  291  339],71.88,0.5,9.2,Key,5
778,Double,208.19,Agent,10,71.2,67.12,[1325  792  191 1318  170],78.19,0.2,58.8,Orb,5
779,Double,180.76000000000002,Agent,10,63.0,45.1,[1325  792  191 1318  170],87.36,0.5,30.4,Orb,5
780,Triplet,188.78000000000003,Agent,10,65.2,50.0,[497 545 410 437 355],88.78,0.2,34.8,Level Door,5
781,Triplet,164.4,Agent,10,54.8,17.52,[497 545 410 437 355],100.0,0.5,9.6,Level Door,5
782,Triplet,195.32000000000002,Agent,10,67.8,59.03,[680 691 806 616 760],81.12,0.2,46.4,Green Door,5
783,Triplet,177.27999999999997,Agent,10,62.2,43.58,[680 691 806 616 760],85.88,0.5,29.2,Green Door,5
784,Triplet,169.95,Agent,10,61.0,43.48,[ 939 1098 1052 1060 1015],78.95,0.2,30.0,Key Door,5
785,Triplet,132.2,Agent,10,50.6,3.14,[ 939 1098 1052 1060 1015],80.0,0.5,1.6,Key Door,5
786,Triplet,128.87,Agent,10,52.6,27.08,[1229 1129 1256 1183 1349],58.67,0.2,17.6,Other Door,5
787,Triplet,115.37,Agent,10,50.8,17.45,[1229 1129 1256 1183 1349],54.17,0.5,10.4,Other Door,5
788,Triplet,153.16000000000003,Agent,10,57.0,32.6,[ 806  269 1095  319  326],75.36,0.2,20.8,Key,5
789,Triplet,146.70999999999998,Agent,10,51.8,7.66,[ 806  269 1095  319  326],90.91,0.5,4.0,Key,5
790,Triplet,181.06,Agent,10,63.4,46.96,[1021  584  171  580  780],85.26,0.2,32.4,Orb,5
791,Triplet,144.53,Agent,10,53.2,14.6,[1021  584  171  580  780],83.33,0.5,8.0,Orb,5
792,Single,205.79000000000002,Agent,10,57.0,68.8,[379 595 408 385 384],53.99,0.2,94.8,Level Door,5
793,Single,198.89999999999998,Agent,10,68.6,58.79,[379 595 408 385 384],85.5,0.5,44.8,Level Door,5
794,Single,199.71,Agent,10,61.4,67.45,[796 847 823 817 744],58.31,0.2,80.0,Green Door,5
795,Single,192.42000000000002,Agent,10,67.0,59.26,[796 847 823 817 744],77.42,0.5,48.0,Green Door,5
796,Single,199.68,Agent,10,59.8,67.43,[ 981  881  983 1082  893],56.68,0.2,83.2,Key Door,5
797,Single,160.03,Agent,10,58.8,44.62,[ 981  881  983 1082  893],68.03,0.5,33.2,Key Door,5
798,Single,200.43,Agent,10,61.6,67.68,[1271 1174 1103 1294 1265],58.43,0.2,80.4,Other Door,5
799,Single,199.26000000000002,Agent,10,68.8,59.79,[1271 1174 1103 1294 1265],84.06,0.5,46.4,Other Door,5
800,Single,197.57,Agent,10,67.6,64.32,[ 849 1085  285  815  832],71.57,0.2,58.4,Key,5
801,Single,139.07,Agent,10,53.2,16.43,[ 849 1085  285  815  832],76.67,0.5,9.2,Key,5
802,Single,221.38,Agent,10,67.2,73.89,[1038  755  555  556  570],61.38,0.2,92.8,Orb,5
803,Single,226.81,Agent,10,76.8,73.15,[1038  755  555  556  570],86.81,0.5,63.2,Orb,5
804,Double,199.4,Agent,10,68.6,58.13,[555 566 381 383 379],87.2,0.2,43.6,Level Door,5
805,Double,186.0,Agent,10,62.0,38.71,[555 566 381 383 379],100.0,0.5,24.0,Level Door,5
806,Double,173.51,Agent,10,59.6,56.65,[792 693 783 620 669],61.11,0.2,52.8,Green Door,5
807,Double,135.73,Agent,10,53.4,19.93,[792 693 783 620 669],70.73,0.5,11.6,Green Door,5
808,Double,187.14999999999998,Agent,10,65.6,56.78,[ 856  858 1090  915  947],76.35,0.2,45.2,Key Door,5
809,Double,158.06,Agent,10,54.8,18.71,[ 856  858 1090  915  947],92.86,0.5,10.4,Key Door,5
810,Double,146.17000000000002,Agent,10,54.8,42.05,[1268 1144 1203 1194 1276],58.57,0.2,32.8,Other Door,5
811,Double,160.82999999999998,Agent,10,58.8,37.95,[1268 1144 1203 1194 1276],76.83,0.5,25.2,Other Door,5
812,Double,104.84,Agent,10,48.2,19.81,[ 246  814 1052 1052 1098],43.84,0.2,12.8,Key,5
813,Double,94.19999999999999,Agent,10,48.6,9.82,[ 246  814 1052 1052 1098],40.0,0.5,5.6,Key,5
814,Double,201.51000000000002,Agent,10,69.4,64.0,[ 580  755  572 1348 1043],77.71,0.2,54.4,Orb,5
815,Double,169.39999999999998,Agent,10,60.2,38.77,[ 580  755  572 1348 1043],84.0,0.5,25.2,Orb,5
816,Triplet,196.27999999999997,Agent,10,67.0,52.99,[387 555 394 386 534],92.08,0.2,37.2,Level Door,5
817,Triplet,156.6,Agent,10,52.2,8.43,[387 555 394 386 534],100.0,0.5,4.4,Level Door,5
818,Triplet,186.3,Agent,10,65.4,55.3,[847 673 831 609 699],78.1,0.2,42.8,Green Door,5
819,Triplet,185.7,Agent,10,63.6,44.85,[847 673 831 609 699],92.5,0.5,29.6,Green Door,5
820,Triplet,143.12,Agent,10,55.2,29.56,[1061  941 1090 1092 1059],69.12,0.2,18.8,Key Door,5
821,Triplet,136.73000000000002,Agent,10,53.2,17.61,[1061  941 1090 1092 1059],73.53,0.5,10.0,Key Door,5
822,Triplet,175.83999999999997,Agent,10,60.0,34.64,[1241 1128 1297 1115 1334],94.64,0.2,21.2,Other Door,5
823,Triplet,154.44,Agent,10,53.2,12.69,[1241 1128 1297 1115 1334],94.44,0.5,6.8,Other Door,5
824,Triplet,152.32999999999998,Agent,10,57.0,33.85,[218 331 269 809 220],73.33,0.2,22.0,Key,5
825,Triplet,144.20000000000002,Agent,10,54.8,24.16,[218 331 269 809 220],75.0,0.5,14.4,Key,5
826,Triplet,180.94,Agent,10,64.0,53.37,[ 164  583 1330  754  166],75.74,0.2,41.2,Orb,5
827,Triplet,153.5,Agent,10,53.8,15.38,[ 164  583 1330  754  166],91.3,0.5,8.4,Orb,5
828,Single,229.07,Agent,10,69.4,76.06,[481 596 383 565 595],62.47,0.2,97.2,Level Door,5
829,Single,206.87,Agent,10,71.0,64.2,[481 596 383 565 595],83.87,0.5,52.0,Level Door,5
830,Single,204.37,Agent,10,60.4,68.77,[788 647 628 830 678],56.77,0.2,87.2,Green Door,5
831,Single,166.40999999999997,Agent,10,60.4,45.3,[788 647 628 830 678],73.21,0.5,32.8,Green Door,5
832,Single,166.0,Agent,10,58.0,53.33,[ 968 1021 1074  916 1094],60.0,0.2,48.0,Key Door,5
833,Single,113.78999999999999,Agent,10,50.6,16.83,[ 968 1021 1074  916 1094],53.19,0.5,10.0,Key Door,5
834,Single,201.83,Agent,10,60.4,68.07,[1147 1184 1302 1156 1253],57.03,0.2,84.4,Other Door,5
835,Single,197.99,Agent,10,68.2,57.37,[1147 1184 1302 1156 1253],86.99,0.5,42.8,Other Door,5
836,Single,189.67000000000002,Agent,10,64.4,62.45,[ 221  802 1060  815 1093],66.07,0.2,59.2,Key,5
837,Single,145.79999999999998,Agent,10,55.2,25.83,[ 221  802 1060  815 1093],75.0,0.5,15.6,Key,5
838,Single,223.12,Agent,10,67.6,74.37,[1007  762 1339  556 1006],61.52,0.2,94.0,Orb,5
839,Single,230.62,Agent,10,77.8,73.38,[1007  762 1339  556 1006],91.62,0.5,61.2,Orb,5
840,Double,237.18,Agent,10,79.8,78.19,[531 379 389 532 450],84.98,0.2,72.4,Level Door,5
841,Double,192.07000000000002,Agent,10,66.4,53.33,[531 379 389 532 450],87.27,0.5,38.4,Level Door,5
842,Double,185.43,Agent,10,62.4,61.48,[735 651 668 653 840],63.03,0.2,60.0,Green Door,5
843,Double,176.39,Agent,10,62.8,49.18,[735 651 668 653 840],77.59,0.5,36.0,Green Door,5
844,Double,139.4,Agent,10,50.6,43.48,[ 904 1017 1025 1057 1052],50.8,0.2,38.0,Key Door,5
845,Double,114.80999999999999,Agent,10,50.4,20.51,[ 904 1017 1025 1057 1052],51.61,0.5,12.8,Key Door,5
846,Double,187.09,Agent,10,65.0,59.58,[1102 1228 1133 1275 1178],70.49,0.2,51.6,Other Door,5
847,Double,191.71999999999997,Agent,10,65.8,50.72,[1102 1228 1133 1275 1178],90.72,0.5,35.2,Other Door,5
848,Double,144.09,Agent,10,54.4,40.93,[825 245 807 335 813],58.09,0.2,31.6,Key,5
849,Double,110.25,Agent,10,50.4,6.77,[825 245 807 335 813],56.25,0.5,3.6,Key,5
850,Double,189.74,Agent,10,65.0,61.87,[ 576  781 1316  761  795],67.94,0.2,56.8,Orb,5
851,Double,161.41,Agent,10,58.8,37.2,[ 576  781 1316  761  795],78.21,0.5,24.4,Orb,5
852,Triplet,202.57,Agent,10,69.6,60.42,[535 398 554 403 505],86.57,0.2,46.4,Level Door,5
853,Triplet,189.25,Agent,10,64.0,44.78,[535 398 554 403 505],96.05,0.5,29.2,Level Door,5
854,Triplet,190.89,Agent,10,66.6,56.85,[660 766 711 717 685],80.29,0.2,44.0,Green Door,5
855,Triplet,171.35000000000002,Agent,10,60.8,40.61,[660 766 711 717 685],83.75,0.5,26.8,Green Door,5
856,Triplet,143.4,Agent,10,55.2,36.0,[ 956  995 1032 1044  935],63.0,0.2,25.2,Key Door,5
857,Triplet,111.2,Agent,10,50.0,18.3,[ 956  995 1032 1044  935],50.0,0.5,11.2,Key Door,5
858,Triplet,170.35999999999999,Agent,10,60.0,37.11,[1260 1247 1275 1164 1136],86.76,0.2,23.6,Other Door,5
859,Triplet,163.20000000000002,Agent,10,54.4,16.18,[1260 1247 1275 1164 1136],100.0,0.5,8.8,Other Door,5
860,Triplet,150.6,Agent,10,50.2,0.8,[ 811 1070  249 1051  313],100.0,0.2,0.4,Key,5
861,Triplet,150.6,Agent,10,50.2,0.8,[ 811 1070  249 1051  313],100.0,0.5,0.4,Key,5
862,Triplet,162.16,Agent,10,59.4,43.45,[1047  594 1011 1005 1025],71.56,0.2,31.2,Orb,5
863,Triplet,147.22,Agent,10,55.8,29.39,[1047  594 1011 1005 1025],73.02,0.5,18.4,Orb,5
864,Single,225.74,Agent,10,69.4,75.28,[531 503 405 509 425],63.14,0.2,93.2,Level Door,5
865,Single,229.04000000000002,Agent,10,77.2,72.06,[531 503 405 509 425],93.04,0.5,58.8,Level Door,5
866,Single,195.0,Agent,10,58.4,66.01,[783 620 636 674 649],55.8,0.2,80.8,Green Door,5
867,Single,149.79999999999998,Agent,10,56.2,41.6,[783 620 636 674 649],62.4,0.5,31.2,Green Door,5
868,Single,183.76999999999998,Agent,10,58.2,62.21,[ 895 1045  882 1098  901],56.77,0.2,68.8,Key Door,5
869,Single,132.99,Agent,10,53.2,20.95,[ 895 1045  882 1098  901],67.39,0.5,12.4,Key Door,5
870,Single,206.93,Agent,10,65.2,69.69,[1127 1276 1140 1161 1114],61.73,0.2,80.0,Other Door,5
871,Single,208.27999999999997,Agent,10,71.0,61.94,[1127 1276 1140 1161 1114],90.08,0.5,47.2,Other Door,5
872,Single,147.78,Agent,10,43.0,51.28,[344 262 819 315 826],44.78,0.2,60.0,Key,5
873,Single,76.29,Agent,10,47.8,4.4,[344 262 819 315 826],26.09,0.5,2.4,Key,5
874,Single,220.79000000000002,Agent,10,67.8,73.82,[ 169  777 1338  159  580],62.19,0.2,90.8,Orb,5
875,Single,188.70999999999998,Agent,10,65.6,59.81,[ 169  777 1338  159  580],71.91,0.5,51.2,Orb,5
876,Double,230.77,Agent,10,76.2,77.16,[477 382 403 431 486],74.17,0.2,80.4,Level Door,5
877,Double,180.14,Agent,10,62.4,42.68,[477 382 403 431 486],89.74,0.5,28.0,Level Door,5
878,Double,178.67,Agent,10,62.4,56.88,[754 800 698 681 750],66.67,0.2,49.6,Green Door,5
879,Double,148.78,Agent,10,54.8,21.53,[754 800 698 681 750],81.58,0.5,12.4,Green Door,5
880,Double,140.18,Agent,10,51.4,43.09,[1063 1005 1036  911 1012],51.98,0.2,36.8,Key Door,5
881,Double,112.25,Agent,10,49.8,20.82,[1063 1005 1036  911 1012],49.25,0.5,13.2,Key Door,5
882,Double,190.07,Agent,10,66.0,60.28,[1228 1331 1149 1290 1201],72.47,0.2,51.6,Other Door,5
883,Double,195.22000000000003,Agent,10,66.4,51.16,[1228 1331 1149 1290 1201],93.62,0.5,35.2,Other Door,5
884,Double,155.75,Agent,10,55.0,49.67,[ 201  236 1065  223  260],56.35,0.2,44.4,Key,5
885,Double,137.38,Agent,10,54.2,29.1,[ 201  236 1065  223  260],64.38,0.5,18.8,Key,5
886,Double,194.18,Agent,10,66.0,63.83,[ 168  158 1034  784 1015],68.18,0.2,60.0,Orb,5
887,Double,166.45000000000002,Agent,10,59.2,35.44,[ 168  158 1034  784 1015],84.85,0.5,22.4,Orb,5
888,Triplet,191.15,Agent,10,66.4,54.35,[593 562 555 386 424],84.75,0.2,40.0,Level Door,5
889,Triplet,177.93,Agent,10,61.8,41.23,[593 562 555 386 424],89.33,0.5,26.8,Level Door,5
890,Triplet,185.56,Agent,10,65.2,55.61,[759 838 687 703 835],76.76,0.2,43.6,Green Door,5
891,Triplet,180.49999999999997,Agent,10,62.8,44.31,[759 838 687 703 835],88.1,0.5,29.6,Green Door,5
892,Triplet,153.27,Agent,10,57.4,38.62,[1086  983 1009 1033  939],69.07,0.2,26.8,Key Door,5
893,Triplet,144.94,Agent,10,53.6,16.55,[1086  983 1009 1033  939],82.14,0.5,9.2,Key Door,5
894,Triplet,158.65000000000003,Agent,10,54.2,16.12,[1210 1163 1136 1285 1349],95.65,0.2,8.8,Other Door,5
895,Triplet,154.79999999999998,Agent,10,51.6,6.2,[1210 1163 1136 1285 1349],100.0,0.5,3.2,Other Door,5
896,Triplet,134.79,Agent,10,52.2,11.81,[ 838 1085  308  287  227],76.19,0.2,6.4,Key,5
897,Triplet,128.2,Agent,10,50.8,4.65,[ 838 1085  308  287  227],75.0,0.5,2.4,Key,5
898,Triplet,138.45,Agent,10,52.0,9.77,[ 588 1344 1006  561  154],81.25,0.2,5.2,Orb,5
899,Triplet,150.6,Agent,10,50.2,0.8,[ 588 1344 1006  561  154],100.0,0.5,0.4,Orb,5
900,Single,241.5,Agent,10,75.4,80.06,[571 504 561 418 501],67.3,0.2,98.8,Level Door,5
901,Single,227.48000000000002,Agent,10,76.8,71.71,[571 504 561 418 501],91.88,0.5,58.8,Level Door,5
902,Single,198.79,Agent,10,57.8,67.08,[720 846 765 707 709],54.99,0.2,86.0,Green Door,5
903,Single,189.03,Agent,10,65.8,59.57,[720 846 765 707 709],72.83,0.5,50.4,Green Door,5
904,Single,188.45999999999998,Agent,10,54.4,64.03,[ 890  988  962 1003 1037],52.86,0.2,81.2,Key Door,5
905,Single,129.85,Agent,10,51.8,33.24,[ 890  988  962 1003 1037],54.05,0.5,24.0,Key Door,5
906,Single,199.66000000000003,Agent,10,60.2,67.43,[1201 1136 1323 1102 1342],57.06,0.2,82.4,Other Door,5
907,Single,173.07,Agent,10,61.4,53.49,[1201 1136 1323 1102 1342],67.27,0.5,44.4,Other Door,5
908,Single,172.47000000000003,Agent,10,54.0,58.63,[311 849 216 231 223],53.27,0.2,65.2,Key,5
909,Single,148.9,Agent,10,56.0,41.18,[311 849 216 231 223],62.1,0.5,30.8,Key,5
910,Single,207.7,Agent,10,57.0,69.24,[ 551  563  174  185 1002],53.9,0.2,96.8,Orb,5
911,Single,227.74,Agent,10,77.0,72.55,[ 551  563  174  185 1002],89.94,0.5,60.8,Orb,5
912,Double,173.41,Agent,10,59.8,56.4,[414 528 517 385 479],61.61,0.2,52.0,Level Door,5
913,Double,172.16,Agent,10,61.2,42.26,[414 528 517 385 479],82.56,0.5,28.4,Level Door,5
914,Double,196.64,Agent,10,66.6,64.84,[837 655 820 714 781],68.44,0.2,61.6,Green Door,5
915,Double,188.02,Agent,10,65.8,54.88,[837 655 820 714 781],80.62,0.5,41.6,Green Door,5
916,Double,167.98,Agent,10,59.4,52.9,[995 939 918 935 947],62.98,0.2,45.6,Key Door,5
917,Double,154.01999999999998,Agent,10,57.4,35.26,[995 939 918 935 947],73.42,0.5,23.2,Key Door,5
918,Double,200.30999999999997,Agent,10,69.0,59.53,[1178 1322 1107 1283 1172],85.71,0.2,45.6,Other Door,5
919,Double,184.44,Agent,10,62.8,42.24,[1178 1322 1107 1283 1172],94.44,0.5,27.2,Other Door,5
920,Double,146.16,Agent,10,55.4,39.89,[1081  288 1087  845  234],61.16,0.2,29.6,Key,5
921,Double,141.15,Agent,10,54.8,28.03,[1081  288 1087  845  234],68.75,0.5,17.6,Key,5
922,Double,236.57999999999998,Agent,10,79.4,78.41,[ 761  774  167 1045  552],82.38,0.2,74.8,Orb,5
923,Double,177.93,Agent,10,61.8,41.23,[ 761  774  167 1045  552],89.33,0.5,26.8,Orb,5
924,Triplet,200.89000000000001,Agent,10,69.2,60.1,[518 386 403 586 360],85.29,0.2,46.4,Level Door,5
925,Triplet,170.42999999999998,Agent,10,59.4,34.3,[518 386 403 586 360],89.83,0.5,21.2,Level Door,5
926,Triplet,188.70000000000002,Agent,10,66.0,55.5,[823 813 718 767 724],80.3,0.2,42.4,Green Door,5
927,Triplet,175.70999999999998,Agent,10,60.8,37.97,[823 813 718 767 724],90.91,0.5,24.0,Green Door,5
928,Triplet,122.46,Agent,10,51.6,23.42,[ 975 1060 1072 1058  957],56.06,0.2,14.8,Key Door,5
929,Triplet,122.1,Agent,10,51.6,14.18,[ 975 1060 1072 1058  957],62.5,0.5,8.0,Key Door,5
930,Triplet,136.1,Agent,10,53.0,36.31,[1312 1194 1307 1134 1332],56.3,0.2,26.8,Other Door,5
931,Triplet,111.87,Agent,10,50.4,15.65,[1312 1194 1307 1134 1332],52.27,0.5,9.2,Other Door,5
932,Triplet,143.8,Agent,10,55.4,31.38,[ 247  834  846 1091  209],68.0,0.2,20.4,Key,5
933,Triplet,108.94,Agent,10,50.2,3.11,[ 247  834  846 1091  209],57.14,0.5,1.6,Key,5
934,Triplet,137.38,Agent,10,54.2,29.1,[1349  564  158  186 1013],64.38,0.2,18.8,Orb,5
935,Triplet,160.20000000000002,Agent,10,53.4,12.73,[1349  564  158  186 1013],100.0,0.5,6.8,Orb,5
936,Single,253.39999999999998,Agent,10,81.6,84.2,[469 522 504 396 420],73.8,0.2,98.0,Level Door,5
937,Single,209.2,Agent,10,71.6,64.5,[469 522 504 396 420],86.0,0.5,51.6,Level Door,5
938,Single,199.60999999999999,Agent,10,57.4,67.28,[781 835 776 836 792],54.61,0.2,87.6,Green Door,5
939,Single,177.46,Agent,10,62.6,55.16,[781 835 776 836 792],68.86,0.5,46.0,Green Door,5
940,Single,197.51,Agent,10,59.4,66.78,[1009  936 1052 1087  912],56.51,0.2,81.6,Key Door,5
941,Single,153.29,Agent,10,57.4,38.97,[1009  936 1052 1087  912],68.69,0.5,27.2,Key Door,5
942,Single,197.89999999999998,Agent,10,59.0,66.88,[1236 1118 1136 1257 1190],56.1,0.2,82.8,Other Door,5
943,Single,182.92000000000002,Agent,10,63.8,47.54,[1236 1118 1136 1257 1190],86.32,0.5,32.8,Other Door,5
944,Single,176.93,Agent,10,50.8,60.57,[1051  266  321 1075  349],50.53,0.2,75.6,Key,5
945,Single,147.22,Agent,10,56.0,37.85,[1051  266  321 1075  349],64.42,0.5,26.8,Key,5
946,Single,227.47,Agent,10,71.0,75.95,[ 583  768 1008  177  793],64.87,0.2,91.6,Orb,5
947,Single,223.45000000000002,Agent,10,75.8,72.06,[ 583  768 1008  177  793],85.25,0.5,62.4,Orb,5
948,Double,201.45999999999998,Agent,10,69.0,58.22,[444 392 557 365 486],89.26,0.2,43.2,Level Door,5
949,Double,195.6,Agent,10,65.2,46.63,[444 392 557 365 486],100.0,0.5,30.4,Level Door,5
950,Double,198.84,Agent,10,67.0,65.84,[675 718 695 802 827],68.24,0.2,63.6,Green Door,5
951,Double,189.19000000000003,Agent,10,66.0,54.3,[675 718 695 802 827],82.79,0.5,40.4,Green Door,5
952,Double,174.85999999999999,Agent,10,62.4,51.55,[ 973 1006  876  880  855],72.46,0.2,40.0,Key Door,5
953,Double,121.67,Agent,10,51.0,7.55,[ 973 1006  876  880  855],66.67,0.5,4.0,Key Door,5
954,Double,213.89,Agent,10,72.2,70.61,[1115 1148 1275 1117 1136],74.89,0.2,66.8,Other Door,5
955,Double,175.70999999999998,Agent,10,60.8,37.97,[1115 1148 1275 1117 1136],90.91,0.5,24.0,Other Door,5
956,Double,121.7,Agent,10,51.6,21.43,[ 315  206  230 1080  833],56.9,0.2,13.2,Key,5
957,Double,109.77,Agent,10,50.4,9.49,[ 315  206  230 1080  833],54.17,0.5,5.2,Key,5
958,Double,228.07999999999998,Agent,10,76.8,71.14,[1015 1334  762 1028  763],94.08,0.2,57.2,Orb,5
959,Double,184.32,Agent,10,62.2,40.0,[1015 1334  762 1028  763],96.92,0.5,25.2,Orb,5
960,Triplet,202.89,Agent,10,69.6,60.0,[569 583 592 539 559],87.69,0.2,45.6,Level Door,5
961,Triplet,175.15,Agent,10,59.8,34.1,[569 583 592 539 559],94.55,0.5,20.8,Level Door,5
962,Triplet,161.68,Agent,10,58.6,35.51,[692 800 630 759 749],80.28,0.2,22.8,Green Door,5
963,Triplet,162.43,Agent,10,55.2,19.42,[692 800 630 759 749],96.43,0.5,10.8,Green Door,5
964,Triplet,138.8,Agent,10,52.4,11.85,[ 967  876 1039 1041  893],80.0,0.2,6.4,Key Door,5
965,Triplet,111.4,Agent,10,50.2,2.35,[ 967  876 1039 1041  893],60.0,0.5,1.2,Key Door,5
966,Triplet,154.79999999999998,Agent,10,51.6,6.2,[1208 1306 1225 1235 1209],100.0,0.2,3.2,Other Door,5
967,Triplet,151.20000000000002,Agent,10,50.4,1.59,[1208 1306 1225 1235 1209],100.0,0.5,0.8,Other Door,5
968,Triplet,144.70999999999998,Agent,10,55.6,34.32,[ 849 1088  266  258  257],65.91,0.2,23.2,Key,5
969,Triplet,128.15,Agent,10,52.6,21.26,[ 849 1088  266  258  257],62.75,0.5,12.8,Key,5
970,Triplet,196.05,Agent,10,68.0,59.39,[ 794 1005  570  754  179],81.25,0.2,46.8,Orb,5
971,Triplet,150.13,Agent,10,54.8,20.98,[ 794 1005  570  754  179],83.33,0.5,12.0,Orb,5
972,Single,229.67999999999998,Agent,10,68.6,76.03,[358 388 502 402 392],61.48,0.2,99.6,Level Door,5
973,Single,219.32999999999998,Agent,10,74.4,68.16,[358 388 502 402 392],90.13,0.5,54.8,Level Door,5
974,Single,203.61,Agent,10,61.0,68.6,[739 744 773 669 734],57.41,0.2,85.2,Green Door,5
975,Single,192.1,Agent,10,66.8,60.1,[739 744 773 669 734],75.3,0.5,50.0,Green Door,5
976,Single,198.86,Agent,10,63.6,67.03,[1094  987  953  966 1053],61.26,0.2,74.0,Key Door,5
977,Single,163.0,Agent,10,59.0,36.92,[1094  987  953  966 1053],80.0,0.5,24.0,Key Door,5
978,Single,202.02,Agent,10,58.6,68.01,[1273 1268 1236 1114 1306],55.42,0.2,88.0,Other Door,5
979,Single,198.44,Agent,10,68.2,56.91,[1273 1268 1236 1114 1306],88.24,0.5,42.0,Other Door,5
980,Single,178.52,Agent,10,56.6,60.47,[847 329 271 331 318],55.52,0.2,66.4,Key,5
981,Single,132.67000000000002,Agent,10,53.2,21.48,[847 329 271 331 318],66.67,0.5,12.8,Key,5
982,Single,209.09,Agent,10,58.8,69.79,[1041  761 1347  778 1045],55.09,0.2,95.2,Orb,5
983,Single,186.32,Agent,10,65.4,55.98,[1041  761 1347  778 1045],76.92,0.5,44.0,Orb,5
984,Double,248.21,Agent,10,83.0,82.55,[586 372 571 473 400],84.81,0.2,80.4,Level Door,5
985,Double,197.23000000000002,Agent,10,67.4,54.08,[586 372 571 473 400],91.43,0.5,38.4,Level Door,5
986,Double,180.67000000000002,Agent,10,62.8,57.92,[793 759 681 797 603],66.67,0.2,51.2,Green Door,5
987,Double,146.49,Agent,10,54.6,21.45,[793 759 681 797 603],79.49,0.5,12.4,Green Door,5
988,Double,157.94,Agent,10,58.4,39.53,[993 932 934 874 984],72.34,0.2,27.2,Key Door,5
989,Double,136.60000000000002,Agent,10,51.8,9.06,[993 932 934 874 984],80.0,0.5,4.8,Key Door,5
990,Double,212.49,Agent,10,72.4,64.97,[1100 1238 1290 1187 1260],88.89,0.2,51.2,Other Door,5
991,Double,182.23,Agent,10,62.8,43.29,[1100 1238 1290 1187 1260],91.03,0.5,28.4,Other Door,5
992,Double,110.85999999999999,Agent,10,46.4,28.72,[ 846  314 1086  246 1082],42.86,0.2,21.6,Key,5
993,Double,92.4,Agent,10,49.2,5.93,[ 846  314 1086  246 1082],40.0,0.5,3.2,Key,5
994,Double,234.30999999999997,Agent,10,79.0,76.82,[ 189  584  789 1335 1331],85.71,0.2,69.6,Orb,5
995,Double,194.08999999999997,Agent,10,66.6,52.69,[ 189  584  789 1335 1331],90.29,0.5,37.2,Orb,5
996,Triplet,117.04,Agent,10,50.6,5.36,[509 532 541 461 561],63.64,0.2,2.8,Level Door,5
