,Pattern,CPR,Encoding,Pattern Complexity,Accuracy,F1Score,Examples,Precision,TH,Recall,Concept,NumExp
2859,Double,185.63,Agent,10,65.2,54.21,[649 745 776 796 837],79.23,0.5,41.2,Green Door,5
2860,Double,176.93,Agent,10,62.8,53.5,[1082 1097  995 1091 1081],71.33,0.2,42.8,Key Door,5
2861,Double,129.23000000000002,Agent,10,51.8,11.07,[1082 1097  995 1091 1081],71.43,0.5,6.0,Key Door,5
2862,Double,210.73999999999998,Agent,10,71.6,62.63,[1138 1290 1266 1233 1225],91.54,0.2,47.6,Other Door,5
2863,Double,192.44,Agent,10,65.2,47.9,[1138 1290 1266 1233 1225],95.24,0.5,32.0,Other Door,5
2864,Double,121.06,Agent,10,48.4,33.16,[827 349 204 207 227],47.06,0.2,25.6,Key,5
2865,Double,117.04,Agent,10,50.6,5.36,[827 349 204 207 227],63.64,0.5,2.8,Key,5
2866,Double,233.07,Agent,10,76.6,77.97,[1017  753  782  787  160],73.67,0.2,82.8,Orb,5
2867,Double,160.68,Agent,10,59.0,40.58,[1017  753  782  787  160],73.68,0.5,28.0,Orb,5
2868,Triplet,191.48999999999998,Agent,10,65.6,50.0,[474 477 462 515 550],91.49,0.2,34.4,Level Door,5
2869,Triplet,152.4,Agent,10,50.8,3.15,[474 477 462 515 550],100.0,0.5,1.6,Level Door,5
2870,Triplet,173.04,Agent,10,62.0,49.74,[620 652 719 741 669],73.44,0.2,37.6,Green Door,5
2871,Triplet,149.5,Agent,10,53.6,15.33,[620 652 719 741 669],87.5,0.5,8.4,Green Door,5
2872,Triplet,157.32999999999998,Agent,10,57.4,31.51,[ 859  970 1078  858  929],80.33,0.2,19.6,Key Door,5
2873,Triplet,166.20000000000002,Agent,10,55.4,19.49,[ 859  970 1078  858  929],100.0,0.5,10.8,Key Door,5
2874,Triplet,203.34,Agent,10,68.4,54.6,[1289 1167 1199 1259 1238],96.94,0.2,38.0,Other Door,5
2875,Triplet,185.41000000000003,Agent,10,62.2,39.62,[1289 1167 1199 1259 1238],98.41,0.5,24.8,Other Door,5
2876,Triplet,118.76,Agent,10,50.2,26.55,[347 821 291 842 201],50.56,0.2,18.0,Key,5
2877,Triplet,151.20000000000002,Agent,10,50.4,1.59,[347 821 291 842 201],100.0,0.5,0.8,Key,5
2878,Triplet,192.54999999999998,Agent,10,67.0,56.92,[1017  563  597 1302 1339],81.95,0.2,43.6,Orb,5
2879,Triplet,156.77,Agent,10,57.4,31.95,[1017  563  597 1302 1339],79.37,0.5,20.0,Orb,5
2880,Single,258.17,Agent,10,83.6,85.77,[527 377 376 368 453],75.77,0.2,98.8,Level Door,5
2881,Single,223.43,Agent,10,75.6,69.95,[527 377 376 368 453],91.03,0.5,56.8,Level Door,5
2882,Single,200.11,Agent,10,59.0,67.52,[828 795 683 617 843],55.91,0.2,85.2,Green Door,5
2883,Single,170.35999999999999,Agent,10,59.8,54.21,[828 795 683 617 843],62.96,0.5,47.6,Green Door,5
2884,Single,201.0,Agent,10,58.0,67.69,[1088  934 1001  966  963],55.0,0.2,88.0,Key Door,5
2885,Single,135.03,Agent,10,53.6,31.36,[1088  934 1001  966  963],60.23,0.5,21.2,Key Door,5
2886,Single,180.23000000000002,Agent,10,53.2,61.51,[1161 1314 1149 1162 1301],52.23,0.2,74.8,Other Door,5
2887,Single,144.76,Agent,10,55.0,39.68,[1161 1314 1149 1162 1301],60.16,0.5,29.6,Other Door,5
2888,Single,172.47,Agent,10,54.4,58.55,[287 801 297 246 270],53.67,0.2,64.4,Key,5
2889,Single,163.29,Agent,10,59.6,41.95,[287 801 297 246 270],74.49,0.5,29.2,Key,5
2890,Single,209.88,Agent,10,60.4,70.18,[ 755 1339 1335  151  166],56.28,0.2,93.2,Orb,5
2891,Single,229.60000000000002,Agent,10,77.6,73.71,[ 755 1339 1335  151  166],89.2,0.5,62.8,Orb,5
2892,Double,236.51,Agent,10,79.6,77.92,[408 460 573 417 374],84.91,0.2,72.0,Level Door,5
2893,Double,189.89,Agent,10,65.4,50.14,[408 460 573 417 374],89.69,0.5,34.8,Level Door,5
2894,Double,198.86,Agent,10,68.0,64.76,[636 693 626 657 623],72.06,0.2,58.8,Green Door,5
2895,Double,183.18,Agent,10,64.4,51.1,[636 693 626 657 623],81.58,0.5,37.2,Green Door,5
2896,Double,134.12,Agent,10,52.4,36.02,[ 967 1066 1016  911  918],54.92,0.2,26.8,Key Door,5
2897,Double,118.96000000000001,Agent,10,51.2,20.26,[ 967 1066 1016  911  918],55.36,0.5,12.4,Key Door,5
2898,Double,217.81,Agent,10,73.8,66.67,[1290 1190 1343 1283 1241],91.61,0.2,52.4,Other Door,5
2899,Double,190.62,Agent,10,65.2,48.82,[1290 1190 1343 1283 1241],92.22,0.5,33.2,Other Door,5
2900,Double,144.01,Agent,10,55.4,30.53,[ 322 1067 1074 1077  802],69.01,0.2,19.6,Key,5
2901,Double,150.45999999999998,Agent,10,52.4,9.85,[ 322 1067 1074 1077  802],92.86,0.5,5.2,Key,5
2902,Double,236.30999999999997,Agent,10,79.6,76.28,[ 166  157 1334 1040 1046],91.11,0.2,65.6,Orb,5
2903,Double,189.14,Agent,10,64.6,47.16,[ 166  157 1334 1040 1046],92.94,0.5,31.6,Orb,5
2904,Triplet,233.60000000000002,Agent,10,78.8,76.44,[438 366 482 471 500],86.0,0.2,68.8,Level Door,5
2905,Triplet,162.48,Agent,10,56.8,26.03,[438 366 482 471 500],90.48,0.5,15.2,Level Door,5
2906,Triplet,137.66000000000003,Agent,10,53.0,15.77,[684 648 646 818 624],75.86,0.2,8.8,Green Door,5
2907,Triplet,154.20000000000002,Agent,10,51.4,5.45,[684 648 646 818 624],100.0,0.5,2.8,Green Door,5
2908,Triplet,173.67000000000002,Agent,10,60.0,35.48,[ 877 1094 1081  934 1055],91.67,0.2,22.0,Key Door,5
2909,Triplet,142.51,Agent,10,52.0,9.09,[ 877 1094 1081  934 1055],85.71,0.5,4.8,Key Door,5
2910,Triplet,176.26999999999998,Agent,10,62.8,49.73,[1266 1198 1252 1101 1318],76.67,0.2,36.8,Other Door,5
2911,Triplet,142.51,Agent,10,52.0,9.09,[1266 1198 1252 1101 1318],85.71,0.5,4.8,Other Door,5
2912,Triplet,116.1,Agent,10,50.8,19.08,[233 329 202 807 219],53.7,0.2,11.6,Key,5
2913,Triplet,117.04,Agent,10,50.6,5.36,[233 329 202 807 219],63.64,0.5,2.8,Key,5
2914,Triplet,150.26000000000002,Agent,10,56.6,39.89,[1342 1001  778 1347 1305],64.86,0.2,28.8,Orb,5
2915,Triplet,135.28,Agent,10,53.8,26.2,[1342 1001  778 1347 1305],65.08,0.5,16.4,Orb,5
2916,Single,238.22,Agent,10,74.8,79.21,[405 523 523 568 579],67.42,0.2,96.0,Level Door,5
2917,Single,198.32,Agent,10,68.6,60.05,[405 523 523 568 579],82.52,0.5,47.2,Level Door,5
2918,Single,196.89,Agent,10,56.0,66.46,[762 740 685 619 642],53.69,0.2,87.2,Green Door,5
2919,Single,176.18,Agent,10,60.8,57.2,[762 740 685 619 642],62.98,0.5,52.4,Green Door,5
2920,Single,204.82999999999998,Agent,10,59.6,68.83,[ 865 1062  958  929  944],56.03,0.2,89.2,Key Door,5
2921,Single,169.66000000000003,Agent,10,59.2,33.77,[ 865 1062  958  929  944],89.66,0.5,20.8,Key Door,5
2922,Single,188.06,Agent,10,57.4,63.84,[1310 1314 1345 1166 1134],55.46,0.2,75.2,Other Door,5
2923,Single,124.02000000000001,Agent,10,52.0,20.53,[1310 1314 1345 1166 1134],59.62,0.5,12.4,Other Door,5
2924,Single,177.53,Agent,10,53.2,60.61,[ 226  260 1086  839  811],52.33,0.2,72.0,Key,5
2925,Single,157.83,Agent,10,58.4,40.23,[ 226  260 1086  839  811],71.43,0.5,28.0,Key,5
2926,Single,190.71,Agent,10,62.6,63.97,[1027  170  170 1044  555],61.71,0.2,66.4,Orb,5
2927,Single,155.75,Agent,10,56.6,27.91,[1027  170  170 1044  555],82.35,0.5,16.8,Orb,5
2928,Double,193.29000000000002,Agent,10,67.2,57.29,[553 382 572 398 361],82.09,0.2,44.0,Level Door,5
2929,Double,176.44000000000003,Agent,10,61.0,38.49,[553 382 572 398 361],91.04,0.5,24.4,Level Door,5
2930,Double,193.7,Agent,10,66.4,63.0,[713 631 615 821 669],70.1,0.2,57.2,Green Door,5
2931,Double,184.85999999999999,Agent,10,64.8,51.65,[713 631 615 821 669],82.46,0.5,37.6,Green Door,5
2932,Double,155.82,Agent,10,57.6,44.21,[1052 1017 1048  922  947],64.62,0.2,33.6,Key Door,5
2933,Double,138.93,Agent,10,51.6,7.63,[1052 1017 1048  922  947],83.33,0.5,4.0,Key Door,5
2934,Double,159.27999999999997,Agent,10,57.4,48.92,[1322 1286 1215 1279 1328],61.08,0.2,40.8,Other Door,5
2935,Double,126.79,Agent,10,51.4,8.99,[1322 1286 1215 1279 1328],70.59,0.5,4.8,Other Door,5
2936,Double,111.58000000000001,Agent,10,50.2,17.28,[1098  240 1090  847 1080],50.98,0.2,10.4,Key,5
2937,Double,106.83000000000001,Agent,10,50.2,7.43,[1098  240 1090  847 1080],52.63,0.5,4.0,Key,5
2938,Double,225.87,Agent,10,76.2,74.41,[574 777 158 561 569],80.47,0.2,69.2,Orb,5
2939,Double,183.73000000000002,Agent,10,64.4,50.28,[574 777 158 561 569],83.33,0.5,36.0,Orb,5
2940,Triplet,184.65,Agent,10,62.6,41.38,[559 353 578 480 405],95.65,0.2,26.4,Level Door,5
2941,Triplet,157.79999999999998,Agent,10,52.6,9.89,[559 353 578 480 405],100.0,0.5,5.2,Level Door,5
2942,Triplet,177.79999999999998,Agent,10,63.2,51.83,[845 824 793 715 796],75.0,0.2,39.6,Green Door,5
2943,Triplet,160.03000000000003,Agent,10,55.8,22.46,[845 824 793 715 796],91.43,0.5,12.8,Green Door,5
2944,Triplet,163.45,Agent,10,59.6,46.28,[ 958 1071 1067  864 1047],69.05,0.2,34.8,Key Door,5
2945,Triplet,137.15,Agent,10,52.2,11.15,[ 958 1071 1067  864 1047],78.95,0.5,6.0,Key Door,5
2946,Triplet,112.67999999999999,Agent,10,49.8,21.32,[1329 1341 1132 1346 1326],49.28,0.2,13.6,Other Door,5
2947,Triplet,101.41999999999999,Agent,10,49.8,7.38,[1329 1341 1132 1346 1326],47.62,0.5,4.0,Other Door,5
2948,Triplet,126.60000000000001,Agent,10,50.4,2.36,[ 318  230  314  343 1063],75.0,0.2,1.2,Key,5
2949,Triplet,150.6,Agent,10,50.2,0.8,[ 318  230  314  343 1063],100.0,0.5,0.4,Key,5
2950,Triplet,160.8,Agent,10,59.0,44.74,[1347  787  196  175 1328],68.6,0.2,33.2,Orb,5
2951,Triplet,146.0,Agent,10,55.0,24.24,[1347  787  196  175 1328],76.6,0.5,14.4,Orb,5
2952,Single,224.13,Agent,10,65.6,74.25,[570 478 460 464 353],59.33,0.2,99.2,Level Door,5
2953,Single,214.02,Agent,10,73.0,66.83,[570 478 460 464 353],86.62,0.5,54.4,Level Door,5
2954,Single,202.20999999999998,Agent,10,60.0,68.15,[647 624 799 750 807],56.61,0.2,85.6,Green Door,5
2955,Single,172.18,Agent,10,61.8,48.79,[647 624 799 750 807],73.98,0.5,36.4,Green Door,5
2956,Single,191.4,Agent,10,53.6,64.85,[1051 1054 1015  982  888],52.2,0.2,85.6,Key Door,5
2957,Single,135.75,Agent,10,51.0,40.39,[1051 1054 1015  982  888],51.55,0.5,33.2,Key Door,5
2958,Single,199.68,Agent,10,61.0,67.45,[1131 1198 1119 1150 1194],57.88,0.2,80.8,Other Door,5
2959,Single,210.11,Agent,10,71.6,63.21,[1131 1198 1119 1150 1194],89.71,0.5,48.8,Other Door,5
2960,Single,149.8,Agent,10,48.0,50.76,[ 840 1052  213  299 1084],48.2,0.2,53.6,Key,5
2961,Single,101.45,Agent,10,45.4,23.53,[ 840 1052  213  299 1084],39.25,0.5,16.8,Key,5
2962,Single,207.76,Agent,10,56.8,69.23,[ 751 1344  553 1001  773],53.76,0.2,97.2,Orb,5
2963,Single,202.51999999999998,Agent,10,69.6,64.81,[ 751 1344  553 1001  773],76.92,0.5,56.0,Orb,5
2964,Double,252.40999999999997,Agent,10,84.6,83.37,[355 540 430 376 408],90.61,0.2,77.2,Level Door,5
2965,Double,205.2,Agent,10,68.4,53.8,[355 540 430 376 408],100.0,0.5,36.8,Level Door,5
2966,Double,193.67,Agent,10,65.4,64.03,[647 670 820 802 634],66.67,0.2,61.6,Green Door,5
2967,Double,172.38,Agent,10,61.8,47.09,[647 670 820 802 634],76.58,0.5,34.0,Green Door,5
2968,Double,150.51,Agent,10,55.4,44.94,[886 959 942 990 925],58.71,0.2,36.4,Key Door,5
2969,Double,147.43,Agent,10,56.0,31.25,[886 959 942 990 925],71.43,0.5,20.0,Key Door,5
2970,Double,183.70999999999998,Agent,10,63.8,46.92,[1222 1169 1147 1222 1262],87.91,0.2,32.0,Other Door,5
2971,Double,161.35,Agent,10,55.6,21.28,[1222 1169 1147 1222 1262],93.75,0.5,12.0,Other Door,5
2972,Double,112.41,Agent,10,46.6,29.55,[ 309  339 1079 1064  842],43.41,0.2,22.4,Key,5
2973,Double,106.74,Agent,10,50.2,6.74,[ 309  339 1079 1064  842],52.94,0.5,3.6,Key,5
2974,Double,216.7,Agent,10,73.6,70.67,[1307  764  768 1342  168],79.5,0.2,63.6,Orb,5
2975,Double,169.14,Agent,10,58.8,32.24,[1307  764  768 1342  168],90.74,0.5,19.6,Orb,5
2976,Triplet,219.36,Agent,10,74.6,69.83,[391 477 411 520 560],85.96,0.2,58.8,Level Door,5
2977,Triplet,170.42999999999998,Agent,10,59.4,34.3,[391 477 411 520 560],89.83,0.5,21.2,Level Door,5
2978,Triplet,160.42000000000002,Agent,10,57.8,49.16,[717 816 809 813 825],61.82,0.2,40.8,Green Door,5
2979,Triplet,80.63,Agent,10,47.8,5.78,[717 816 809 813 825],29.63,0.5,3.2,Green Door,5
2980,Triplet,131.14000000000001,Agent,10,53.0,28.13,[ 924 1010  923 1013  893],59.74,0.2,18.4,Key Door,5
2981,Triplet,118.4,Agent,10,51.2,12.86,[ 924 1010  923 1013  893],60.0,0.5,7.2,Key Door,5
2982,Triplet,197.23000000000002,Agent,10,67.4,54.08,[1222 1228 1247 1269 1322],91.43,0.2,38.4,Other Door,5
2983,Triplet,168.84,Agent,10,57.6,27.4,[1222 1228 1247 1269 1322],95.24,0.5,16.0,Other Door,5
2984,Triplet,145.61,Agent,10,55.6,29.75,[337 225 290 832 277],71.21,0.2,18.8,Key,5
2985,Triplet,116.31,Agent,10,50.8,8.21,[337 225 290 832 277],61.11,0.5,4.4,Key,5
2986,Triplet,179.75,Agent,10,62.6,43.84,[ 759  778  157 1337 1046],87.95,0.2,29.2,Orb,5
2987,Triplet,144.94,Agent,10,53.6,16.55,[ 759  778  157 1337 1046],82.14,0.5,9.2,Orb,5
2988,Single,218.62,Agent,10,63.2,72.62,[580 591 467 551 468],57.82,0.2,97.6,Level Door,5
2989,Single,207.20999999999998,Agent,10,71.0,66.36,[580 591 467 551 468],79.01,0.5,57.2,Level Door,5
2990,Single,206.47000000000003,Agent,10,61.6,69.43,[715 799 662 828 719],57.67,0.2,87.2,Green Door,5
2991,Single,181.71,Agent,10,63.4,57.74,[715 799 662 828 719],68.31,0.5,50.0,Green Door,5
2992,Single,190.53,Agent,10,51.6,64.52,[ 979 1034 1013  895  909],50.93,0.2,88.0,Key Door,5
2993,Single,109.19999999999999,Agent,10,47.6,25.14,[ 979 1034 1013  895  909],44.0,0.5,17.6,Key Door,5
2994,Single,195.84,Agent,10,61.2,66.2,[1248 1235 1248 1153 1286],58.64,0.2,76.0,Other Door,5
2995,Single,186.8,Agent,10,64.4,47.65,[1248 1235 1248 1153 1286],90.0,0.5,32.4,Other Door,5
2996,Single,176.24,Agent,10,57.6,59.23,[1055  310 1063  801  840],57.04,0.2,61.6,Key,5
2997,Single,143.67,Agent,10,55.4,33.03,[1055  310 1063  801  840],66.27,0.5,22.0,Key,5
2998,Single,213.07,Agent,10,61.2,71.05,[1303 1030  755  588 1010],56.67,0.2,95.2,Orb,5
2999,Single,201.35999999999999,Agent,10,69.4,63.66,[1303 1030  755  588 1010],78.36,0.5,53.6,Orb,5
3000,Double,226.73,Agent,10,76.6,74.4,[411 533 574 366 476],82.13,0.2,68.0,Level Door,5
3001,Double,193.23999999999998,Agent,10,66.8,54.4,[411 533 574 366 476],86.84,0.5,39.6,Level Door,5
3002,Double,185.28,Agent,10,64.0,59.82,[847 683 660 720 846],67.68,0.2,53.6,Green Door,5
3003,Double,184.23999999999998,Agent,10,64.8,52.94,[847 683 660 720 846],79.84,0.5,39.6,Green Door,5
3004,Double,171.42000000000002,Agent,10,60.0,54.75,[ 972  936  923 1056 1026],63.02,0.2,48.4,Key Door,5
3005,Double,133.88,Agent,10,52.8,16.31,[ 972  936  923 1056 1026],71.88,0.5,9.2,Key Door,5
3006,Double,119.23,Agent,10,47.0,33.91,[1300 1100 1328 1328 1243],45.03,0.2,27.2,Other Door,5
3007,Double,122.57999999999998,Agent,10,51.8,19.4,[1300 1100 1328 1328 1243],59.18,0.5,11.6,Other Door,5
3008,Double,93.45000000000002,Agent,10,42.6,22.22,[1051  818 1052 1097  345],34.45,0.2,16.4,Key,5
3009,Double,93.0,Agent,10,49.0,7.27,[1051  818 1052 1097  345],40.0,0.5,4.0,Key,5
3010,Double,219.43999999999997,Agent,10,74.6,70.8,[761 199 154 568 588],83.24,0.2,61.6,Orb,5
3011,Double,190.45,Agent,10,64.8,47.31,[761 199 154 568 588],94.05,0.5,31.6,Orb,5
3012,Triplet,200.76999999999998,Agent,10,68.8,57.84,[560 416 456 367 483],89.17,0.2,42.8,Level Door,5
3013,Triplet,165.97000000000003,Agent,10,56.2,22.61,[560 416 456 367 483],96.97,0.5,12.8,Level Door,5
3014,Triplet,189.32,Agent,10,66.2,57.0,[631 793 680 771 768],78.32,0.2,44.8,Green Door,5
3015,Triplet,176.84,Agent,10,60.6,36.66,[631 793 680 771 768],93.44,0.5,22.8,Green Door,5
3016,Triplet,148.35999999999999,Agent,10,53.4,14.65,[ 961  925  965 1043 1096],86.96,0.2,8.0,Key Door,5
3017,Triplet,157.20000000000002,Agent,10,52.4,9.16,[ 961  925  965 1043 1096],100.0,0.5,4.8,Key Door,5
3018,Triplet,180.78000000000003,Agent,10,62.2,41.49,[1321 1287 1198 1171 1154],91.78,0.2,26.8,Other Door,5
3019,Triplet,165.19,Agent,10,56.6,24.39,[1321 1287 1198 1171 1154],94.59,0.5,14.0,Other Door,5
3020,Triplet,137.56,Agent,10,54.2,30.82,[ 280 1056  320  290  202],62.96,0.2,20.4,Key,5
3021,Triplet,138.51,Agent,10,54.4,28.75,[ 280 1056  320  290  202],65.71,0.5,18.4,Key,5
3022,Triplet,165.23000000000002,Agent,10,60.0,47.37,[ 589  175 1316 1005  780],69.23,0.2,36.0,Orb,5
3023,Triplet,141.81,Agent,10,55.0,29.91,[ 589  175 1316 1005  780],67.61,0.5,19.2,Orb,5
3024,Single,219.44,Agent,10,62.6,72.7,[416 454 593 489 561],57.24,0.2,99.6,Level Door,5
3025,Single,220.05,Agent,10,74.8,70.14,[416 454 593 489 561],86.05,0.5,59.2,Level Door,5
3026,Single,195.94,Agent,10,54.0,66.08,[665 809 617 839 784],52.34,0.2,89.6,Green Door,5
3027,Single,193.3,Agent,10,66.6,62.3,[665 809 617 839 784],71.5,0.5,55.2,Green Door,5
3028,Single,200.84,Agent,10,59.0,67.71,[1000  965  979  907 1056],55.84,0.2,86.0,Key Door,5
3029,Single,115.85000000000001,Agent,10,50.8,18.54,[1000  965  979  907 1056],53.85,0.5,11.2,Key Door,5
3030,Single,200.02,Agent,10,60.4,67.54,[1295 1316 1292 1130 1260],57.22,0.2,82.4,Other Door,5
3031,Single,209.2,Agent,10,71.6,64.5,[1295 1316 1292 1130 1260],86.0,0.5,51.6,Other Door,5
3032,Single,167.08,Agent,10,46.8,57.64,[ 226 1079  828 1058 1064],47.88,0.2,72.4,Key,5
3033,Single,102.78,Agent,10,47.0,21.37,[ 226 1079  828 1058 1064],41.38,0.5,14.4,Key,5
3034,Single,219.9,Agent,10,65.8,73.32,[1019 1039 1339  764  788],60.1,0.2,94.0,Orb,5
3035,Single,183.69,Agent,10,64.2,57.88,[1019 1039 1339  764  788],70.29,0.5,49.2,Orb,5
3036,Double,195.03,Agent,10,67.4,62.18,[405 549 459 427 488],74.03,0.2,53.6,Level Door,5
3037,Double,144.17999999999998,Agent,10,55.0,25.74,[405 549 459 427 488],73.58,0.5,15.6,Level Door,5
3038,Double,132.99,Agent,10,53.2,20.95,[823 649 632 830 688],67.39,0.2,12.4,Green Door,5
3039,Double,140.15,Agent,10,52.2,10.49,[823 649 632 830 688],82.35,0.5,5.6,Green Door,5
3040,Double,161.47,Agent,10,59.0,38.81,[ 860 1076  949  936  891],76.47,0.2,26.0,Key Door,5
3041,Double,151.48,Agent,10,53.4,14.02,[ 860 1076  949  936  891],90.48,0.5,7.6,Key Door,5
3042,Double,218.18,Agent,10,74.2,68.61,[1180 1311 1215 1318 1292],87.58,0.2,56.4,Other Door,5
3043,Double,180.41000000000003,Agent,10,61.0,36.89,[1180 1311 1215 1318 1292],96.61,0.5,22.8,Other Door,5
3044,Double,148.23,Agent,10,54.6,44.5,[ 200 1080  247  268  814],57.23,0.2,36.4,Key,5
3045,Double,137.55,Agent,10,54.2,27.3,[ 200 1080  247  268  814],66.15,0.5,17.2,Key,5
3046,Double,144.24,Agent,10,53.0,43.91,[ 762 1040 1327  550 1345],54.44,0.2,36.8,Orb,5
3047,Double,145.2,Agent,10,55.6,30.63,[ 762 1040 1327  550 1345],70.0,0.5,19.6,Orb,5
3048,Triplet,231.66000000000003,Agent,10,77.6,71.72,[392 530 398 394 532],97.26,0.2,56.8,Level Door,5
3049,Triplet,187.91,Agent,10,63.0,41.64,[392 530 398 394 532],98.51,0.5,26.4,Level Door,5
3050,Triplet,194.11,Agent,10,67.4,57.44,[646 710 676 691 645],82.71,0.2,44.0,Green Door,5
3051,Triplet,177.19,Agent,10,61.6,40.74,[646 710 676 691 645],89.19,0.5,26.4,Green Door,5
3052,Triplet,137.56,Agent,10,54.2,30.82,[ 921  872 1031  980  974],62.96,0.2,20.4,Key Door,5
3053,Triplet,126.66,Agent,10,52.2,16.72,[ 921  872 1031  980  974],64.86,0.5,9.6,Key Door,5
3054,Triplet,179.54999999999998,Agent,10,63.0,46.06,[1174 1301 1293 1332 1318],84.95,0.2,31.6,Other Door,5
3055,Triplet,154.20000000000002,Agent,10,51.4,5.45,[1174 1301 1293 1332 1318],100.0,0.5,2.8,Other Door,5
3056,Triplet,139.16,Agent,10,53.4,17.67,[264 307 246 317 277],75.76,0.2,10.0,Key,5
3057,Triplet,151.79999999999998,Agent,10,50.6,2.37,[264 307 246 317 277],100.0,0.5,1.2,Key,5
3058,Triplet,191.01999999999998,Agent,10,65.6,50.29,[1019  764  787  180 1034],90.62,0.2,34.8,Orb,5
3059,Triplet,170.4,Agent,10,56.8,23.94,[1019  764  787  180 1034],100.0,0.5,13.6,Orb,5
3060,Single,232.67000000000002,Agent,10,72.4,77.45,[517 512 375 509 573],65.47,0.2,94.8,Level Door,5
3061,Single,222.95,Agent,10,75.6,70.67,[517 512 375 509 573],88.55,0.5,58.8,Level Door,5
3062,Single,197.39,Agent,10,57.2,66.67,[725 744 804 826 793],54.59,0.2,85.6,Green Door,5
3063,Single,195.26999999999998,Agent,10,67.8,59.45,[725 744 804 826 793],80.27,0.5,47.2,Green Door,5
3064,Single,201.9,Agent,10,59.4,68.03,[1086  993  931  904  886],56.1,0.2,86.4,Key Door,5
3065,Single,164.57,Agent,10,59.6,39.52,[1086  993  931  904  886],78.57,0.5,26.4,Key Door,5
3066,Single,195.7,Agent,10,59.6,66.22,[1165 1249 1140 1151 1119],56.9,0.2,79.2,Other Door,5
3067,Single,206.35,Agent,10,70.6,61.82,[1165 1249 1140 1151 1119],88.15,0.5,47.6,Other Door,5
3068,Single,179.85,Agent,10,48.4,61.49,[ 322  203  215 1077  805],49.05,0.2,82.4,Key,5
3069,Single,105.75,Agent,10,48.0,21.21,[ 322  203  215 1077  805],43.75,0.5,14.0,Key,5
3070,Single,228.57,Agent,10,72.2,76.4,[ 163 1045  188  767  172],66.37,0.2,90.0,Orb,5
3071,Single,216.6,Agent,10,73.8,68.89,[ 163 1045  188  767  172],84.8,0.5,58.0,Orb,5
3072,Double,243.89,Agent,10,81.0,81.41,[426 377 476 414 497],79.69,0.2,83.2,Level Door,5
3073,Double,199.75,Agent,10,68.8,58.95,[426 377 476 414 497],86.15,0.5,44.8,Level Door,5
3074,Double,188.33999999999997,Agent,10,63.4,62.43,[613 827 717 636 755],64.14,0.2,60.8,Green Door,5
3075,Double,186.3,Agent,10,65.4,55.3,[613 827 717 636 755],78.1,0.5,42.8,Green Door,5
3076,Double,135.5,Agent,10,51.6,39.2,[ 934 1037  856 1004 1061],52.7,0.2,31.2,Key Door,5
3077,Double,119.66,Agent,10,51.4,15.33,[ 934 1037  856 1004 1061],59.46,0.5,8.8,Key Door,5
3078,Double,197.86,Agent,10,68.4,62.38,[1293 1141 1317 1137 1301],77.06,0.2,52.4,Other Door,5
3079,Double,187.91,Agent,10,63.0,41.64,[1293 1141 1317 1137 1301],98.51,0.5,26.4,Other Door,5
3080,Double,89.41,Agent,10,38.4,24.14,[1077  840  828  287  848],31.41,0.2,19.6,Key,5
3081,Double,57.510000000000005,Agent,10,45.6,2.16,[1077  840  828  287  848],10.71,0.5,1.2,Key,5
3082,Double,209.76999999999998,Agent,10,71.0,69.08,[1312  766  573 1003  553],73.97,0.2,64.8,Orb,5
3083,Double,178.73,Agent,10,63.2,48.31,[1312  766  573 1003  553],81.13,0.5,34.4,Orb,5
3084,Triplet,185.46,Agent,10,64.8,50.84,[459 386 587 469 487],84.26,0.2,36.4,Level Door,5
3085,Triplet,185.4,Agent,10,61.8,38.19,[459 386 587 469 487],100.0,0.5,23.6,Level Door,5
3086,Triplet,182.49,Agent,10,64.4,53.16,[602 635 655 800 748],77.69,0.2,40.4,Green Door,5
3087,Triplet,164.31,Agent,10,59.6,39.88,[602 635 655 800 748],77.91,0.5,26.8,Green Door,5
3088,Triplet,152.45000000000002,Agent,10,56.6,30.23,[ 909 1084 1024  867  916],77.05,0.2,18.8,Key Door,5
3089,Triplet,146.56,Agent,10,54.4,20.28,[ 909 1084 1024  867  916],80.56,0.5,11.6,Key Door,5
3090,Triplet,188.47,Agent,10,64.0,45.12,[1319 1180 1149 1166 1218],94.87,0.2,29.6,Other Door,5
3091,Triplet,166.20000000000002,Agent,10,55.4,19.49,[1319 1180 1149 1166 1218],100.0,0.5,10.8,Other Door,5
3092,Triplet,172.14999999999998,Agent,10,61.0,41.09,[ 229 1069  251  263 1075],83.95,0.2,27.2,Key,5
3093,Triplet,143.48999999999998,Agent,10,51.4,6.18,[ 229 1069  251  263 1075],88.89,0.5,3.2,Key,5
3094,Triplet,185.36999999999998,Agent,10,64.0,46.75,[ 175  784  174  798 1313],89.77,0.2,31.6,Orb,5
3095,Triplet,149.27,Agent,10,53.0,12.64,[ 175  784  174  798 1313],89.47,0.5,6.8,Orb,5
3096,Single,192.8,Agent,10,59.0,65.31,[355 480 481 362 462],56.6,0.2,77.2,Level Door,5
3097,Single,200.99,Agent,10,68.4,55.87,[355 480 481 362 462],92.59,0.5,40.0,Level Door,5
3098,Single,189.23000000000002,Agent,10,59.2,64.08,[709 709 829 816 840],57.23,0.2,72.8,Green Door,5
3099,Single,171.87,Agent,10,61.4,51.87,[709 709 829 816 840],68.87,0.5,41.6,Green Door,5
