,Recall,Concept,Precision,F1Score,NumExp,Pattern Complexity,CPR,Encoding,Examples,TH,Accuracy,PC
246,66.0,Other Door,58.51,62.03,5,,184.11,Autoencoder,[1161 1119 1106 1298 1291],0.2,59.6,10.0
247,45.2,Other Door,63.13,52.68,5,,167.73000000000002,Autoencoder,[1161 1119 1106 1298 1291],0.5,59.4,10.0
248,50.4,Key,55.51,52.83,5,,160.91,Autoencoder,[1051  217  838  250 1095],0.2,55.0,10.0
249,18.4,Key,51.69,27.14,5,,120.69,Autoencoder,[1051  217  838  250 1095],0.5,50.6,10.0
250,66.4,Orb,60.81,63.48,5,,189.01,Autoencoder,[1314  165  774  581 1326],0.2,61.8,10.0
251,36.4,Orb,61.49,45.73,5,,154.69,Autoencoder,[1314  165  774  581 1326],0.5,56.8,10.0
252,57.71,No Door,63.12,60.29,5,,182.83,Classifier,[202  58  63  39 200],0.2,62.0,10.0
253,23.43,No Door,76.64,35.89,5,,158.21,Classifier,[202  58  63  39 200],0.5,58.14,10.0
254,83.2,Level Door,68.87,75.36,5,,224.87,Classifier,[456 396 357 389 393],0.2,72.8,10.0
255,54.4,Level Door,86.08,66.67,5,,213.28,Classifier,[456 396 357 389 393],0.5,72.8,10.0
256,85.2,Green Door,67.19,75.13,5,,224.19,Classifier,[843 847 835 788 631],0.2,71.8,10.0
257,36.8,Green Door,82.88,50.97,5,,184.27999999999997,Classifier,[843 847 835 788 631],0.5,64.6,10.0
258,68.0,Key Door,65.64,66.8,5,,199.84,Classifier,[ 969 1056  931  926  894],0.2,66.2,10.0
259,27.2,Key Door,76.4,40.12,5,,163.0,Classifier,[ 969 1056  931  926  894],0.5,59.4,10.0
260,88.0,Other Door,76.39,81.79,5,,244.79000000000002,Classifier,[1131 1171 1227 1191 1346],0.2,80.4,10.0
261,62.4,Other Door,94.55,75.18,5,,236.35,Classifier,[1131 1171 1227 1191 1346],0.5,79.4,10.0
262,71.2,Key,59.14,64.61,5,,191.34,Classifier,[ 326  324  291 1060  256],0.2,61.0,10.0
263,27.2,Key,68.0,38.86,5,,152.4,Classifier,[ 326  324  291 1060  256],0.5,57.2,10.0
264,65.6,Orb,63.32,64.44,5,,192.72,Classifier,[1341 1305  195 1012  584],0.2,63.8,10.0
265,37.6,Orb,82.46,51.65,5,,184.85999999999999,Classifier,[1341 1305  195 1012  584],0.5,64.8,10.0
266,56.29,No Door,48.64,52.19,5,,153.35999999999999,Random,[ 82 347 230 330 294],0.2,48.43,10.0
267,19.43,No Door,53.97,28.57,5,,124.83000000000001,Random,[ 82 347 230 330 294],0.5,51.43,10.0
268,60.0,Level Door,51.02,55.15,5,,162.22,Random,[370 454 588 472 475],0.2,51.2,10.0
269,21.2,Level Door,53.0,30.29,5,,125.4,Random,[370 454 588 472 475],0.5,51.2,10.0
270,59.2,Green Door,48.05,53.05,5,,154.85000000000002,Random,[842 788 818 688 676],0.2,47.6,10.0
271,14.0,Green Door,42.68,21.08,5,,104.28,Random,[842 788 818 688 676],0.5,47.6,10.0
272,62.0,Key Door,50.49,55.66,5,,163.09,Random,[916 862 873 972 871],0.2,50.6,10.0
273,19.2,Key Door,50.53,27.83,5,,119.93,Random,[916 862 873 972 871],0.5,50.2,10.0
274,64.8,Other Door,53.82,58.8,5,,173.22,Random,[1321 1233 1347 1155 1248],0.2,54.6,10.0
275,15.6,Other Door,54.93,24.3,5,,121.92999999999999,Random,[1321 1233 1347 1155 1248],0.5,51.4,10.0
276,55.6,Key,47.44,51.2,5,,150.04,Random,[1059 1091  302  206  278],0.2,47.0,10.0
277,17.2,Key,47.78,25.29,5,,114.18,Random,[1059 1091  302  206  278],0.5,49.2,10.0
278,67.2,Orb,52.17,58.74,5,,172.17000000000002,Random,[1041  568 1317  585  594],0.2,52.8,10.0
279,18.4,Orb,54.12,27.46,5,,123.91999999999999,Random,[1041  568 1317  585  594],0.5,51.4,10.0
280,30.0,No Door,49.76,37.43,5,,129.62,Agent,[119  50  41 105  44],0.2,49.86,10.0
281,2.29,No Door,50.0,4.38,5,,102.29,Agent,[119  50  41 105  44],0.5,50.0,10.0
282,52.4,Level Door,83.44,64.37,5,,206.84,Agent,[485 366 489 442 355],0.2,71.0,10.0
283,30.0,Level Door,97.4,45.87,5,,192.0,Agent,[485 366 489 442 355],0.5,64.6,10.0
284,28.8,Green Door,64.86,39.89,5,,150.26000000000002,Agent,[791 720 829 624 775],0.2,56.6,10.0
285,8.8,Green Door,73.33,15.71,5,,134.93,Agent,[791 720 829 624 775],0.5,52.8,10.0
286,16.8,Key Door,75.0,27.45,5,,147.4,Agent,[1070  953  855  913  956],0.2,55.6,10.0
287,4.4,Key Door,73.33,8.3,5,,129.13,Agent,[1070  953  855  913  956],0.5,51.4,10.0
288,51.6,Other Door,75.0,61.14,5,,193.79999999999998,Agent,[1122 1298 1124 1156 1137],0.2,67.2,10.0
289,33.6,Other Door,93.33,49.41,5,,192.53,Agent,[1122 1298 1124 1156 1137],0.5,65.6,10.0
290,36.4,Key,73.39,48.66,5,,171.39000000000001,Agent,[253 286 251 303 339],0.2,61.6,10.0
291,20.4,Key,83.61,32.8,5,,162.21,Agent,[253 286 251 303 339],0.5,58.2,10.0
292,62.4,Orb,90.7,73.93,5,,231.1,Agent,[ 576 1038  152  157  566],0.2,78.0,10.0
293,22.4,Orb,91.8,36.01,5,,174.4,Agent,[ 576 1038  152  157  566],0.5,60.2,10.0
294,75.43,No Door,59.73,66.67,5,,197.45,Autoencoder,[180  23 227 296 157],0.2,62.29,10.0
295,34.29,No Door,65.93,45.12,5,,158.51,Autoencoder,[180  23 227 296 157],0.5,58.29,10.0
296,48.4,Level Door,54.5,51.27,5,,156.9,Autoencoder,[356 416 368 432 479],0.2,54.0,10.0
297,19.2,Level Door,60.0,29.09,5,,132.4,Autoencoder,[356 416 368 432 479],0.5,53.2,10.0
298,46.8,Green Door,50.87,48.75,5,,148.46999999999997,Autoencoder,[605 816 707 622 802],0.2,50.8,10.0
299,24.8,Green Door,54.87,34.16,5,,131.87,Autoencoder,[605 816 707 622 802],0.5,52.2,10.0
300,73.6,Key Door,56.79,64.11,5,,189.19,Autoencoder,[ 879 1005  850  903  998],0.2,58.8,10.0
301,52.4,Key Door,57.46,54.81,5,,166.66,Autoencoder,[ 879 1005  850  903  998],0.5,56.8,10.0
302,65.2,Other Door,62.69,63.92,5,,191.09,Autoencoder,[1198 1139 1186 1228 1305],0.2,63.2,10.0
303,38.4,Other Door,61.15,47.18,5,,156.55,Autoencoder,[1198 1139 1186 1228 1305],0.5,57.0,10.0
304,60.4,Key,51.54,55.62,5,,163.74,Autoencoder,[1095 1057  209 1079 1067],0.2,51.8,10.0
305,22.8,Key,49.14,31.15,5,,121.54,Autoencoder,[1095 1057  209 1079 1067],0.5,49.6,10.0
306,71.6,Orb,62.81,66.92,5,,199.01,Autoencoder,[1317 1042 1312  179 1300],0.2,64.6,10.0
307,39.2,Orb,64.9,48.88,5,,163.10000000000002,Autoencoder,[1317 1042 1312  179 1300],0.5,59.0,10.0
308,67.43,No Door,72.62,69.93,5,,211.05,Classifier,[ 31  84 332 277  48],0.2,71.0,10.0
309,40.0,No Door,84.85,54.37,5,,191.28,Classifier,[ 31  84 332 277  48],0.5,66.43,10.0
310,78.4,Level Door,77.47,77.93,5,,233.67,Classifier,[566 555 465 538 554],0.2,77.8,10.0
311,51.2,Level Door,95.52,66.67,5,,221.12,Classifier,[566 555 465 538 554],0.5,74.4,10.0
312,58.0,Green Door,67.13,62.23,5,,189.93,Classifier,[615 607 649 697 836],0.2,64.8,10.0
313,22.4,Green Door,66.67,33.53,5,,144.67000000000002,Classifier,[615 607 649 697 836],0.5,55.6,10.0
314,57.6,Key Door,63.72,60.51,5,,183.72,Classifier,[1057  879  872  852 1005],0.2,62.4,10.0
315,35.2,Key Door,79.28,48.75,5,,177.48000000000002,Classifier,[1057  879  872  852 1005],0.5,63.0,10.0
316,74.4,Other Door,69.92,72.09,5,,215.52,Classifier,[1303 1120 1104 1199 1199],0.2,71.2,10.0
317,48.4,Other Door,87.68,62.37,5,,206.88000000000002,Classifier,[1303 1120 1104 1199 1199],0.5,70.8,10.0
318,46.4,Key,66.29,54.59,5,,174.09,Classifier,[340 314 212 228 307],0.2,61.4,10.0
319,20.0,Key,60.98,30.12,5,,134.57999999999998,Classifier,[340 314 212 228 307],0.5,53.6,10.0
320,43.2,Orb,55.1,48.43,5,,152.3,Classifier,[ 179  764 1322  591  796],0.2,54.0,10.0
321,22.8,Orb,58.16,32.76,5,,134.16,Classifier,[ 179  764 1322  591  796],0.5,53.2,10.0
322,45.43,No Door,47.6,46.49,5,,140.74,Random,[ 99 143 170 136 339],0.2,47.71,10.0
323,18.29,No Door,52.46,27.12,5,,121.60999999999999,Random,[ 99 143 170 136 339],0.5,50.86,10.0
324,63.6,Level Door,53.54,58.14,5,,171.34,Random,[585 586 444 562 584],0.2,54.2,10.0
325,16.0,Level Door,51.95,24.47,5,,118.55000000000001,Random,[585 586 444 562 584],0.5,50.6,10.0
326,70.0,Green Door,52.71,60.14,5,,176.31,Random,[626 713 810 738 828],0.2,53.6,10.0
327,16.0,Green Door,48.19,24.02,5,,113.59,Random,[626 713 810 738 828],0.5,49.4,10.0
328,42.0,Key Door,48.61,45.06,5,,139.41,Random,[ 981 1033  918  996 1066],0.2,48.8,10.0
329,21.6,Key Door,55.1,31.03,5,,128.7,Random,[ 981 1033  918  996 1066],0.5,52.0,10.0
330,66.0,Other Door,49.11,56.32,5,,163.91,Random,[1270 1298 1289 1216 1165],0.2,48.8,10.0
331,20.0,Other Door,54.35,29.24,5,,125.95,Random,[1270 1298 1289 1216 1165],0.5,51.6,10.0
332,65.2,Key,52.24,58.0,5,,170.24,Random,[ 338  235  844  264 1099],0.2,52.8,10.0
333,20.8,Key,59.09,30.77,5,,133.09,Random,[ 338  235  844  264 1099],0.5,53.2,10.0
334,64.4,Orb,52.96,58.12,5,,170.96,Random,[ 197 1345  783 1006  162],0.2,53.6,10.0
335,16.8,Orb,60.87,26.33,5,,130.67000000000002,Random,[ 197 1345  783 1006  162],0.5,53.0,10.0
336,26.86,No Door,59.87,37.08,5,,141.16,Agent,[310 172  69 282 188],0.2,54.43,10.0
337,15.71,No Door,57.29,24.66,5,,125.0,Agent,[310 172  69 282 188],0.5,52.0,10.0
338,61.6,Level Door,84.62,71.3,5,,221.42,Agent,[369 353 420 556 569],0.2,75.2,10.0
339,32.8,Level Door,87.23,47.67,5,,184.03000000000003,Agent,[369 353 420 556 569],0.5,64.0,10.0
340,58.8,Green Door,70.33,64.05,5,,196.13,Agent,[610 680 652 737 701],0.2,67.0,10.0
341,32.8,Green Door,85.42,47.4,5,,181.82,Agent,[610 680 652 737 701],0.5,63.6,10.0
342,40.4,Key Door,55.19,46.65,5,,149.39,Agent,[ 970  879  968 1088 1065],0.2,53.8,10.0
343,10.0,Key Door,65.79,17.36,5,,128.19,Agent,[ 970  879  968 1088 1065],0.5,52.4,10.0
344,66.8,Other Door,70.76,68.72,5,,207.16000000000003,Agent,[1167 1107 1341 1283 1115],0.2,69.6,10.0
345,27.6,Other Door,92.0,42.46,5,,182.2,Agent,[1167 1107 1341 1283 1115],0.5,62.6,10.0
346,14.4,Key,50.7,22.43,5,,115.30000000000001,Agent,[ 229  328  309 1098 1078],0.2,50.2,10.0
347,6.4,Key,66.67,11.68,5,,124.67000000000002,Agent,[ 229  328  309 1098 1078],0.5,51.6,10.0
348,63.6,Orb,85.95,73.1,5,,226.15,Agent,[ 589  594  160 1044  773],0.2,76.6,10.0
349,23.6,Orb,79.73,36.42,5,,162.13,Agent,[ 589  594  160 1044  773],0.5,58.8,10.0
350,58.57,No Door,58.4,58.48,5,,175.4,Autoencoder,[267   8 121 275 249],0.2,58.43,10.0
351,27.71,No Door,61.39,38.18,5,,144.24,Autoencoder,[267   8 121 275 249],0.5,55.14,10.0
352,61.6,Level Door,54.04,57.57,5,,170.24,Autoencoder,[367 494 406 466 390],0.2,54.6,10.0
353,33.6,Level Door,54.9,41.69,5,,141.5,Autoencoder,[367 494 406 466 390],0.5,53.0,10.0
354,59.2,Green Door,50.51,54.51,5,,160.31,Autoencoder,[703 739 803 761 670],0.2,50.6,10.0
355,24.8,Green Door,50.41,33.24,5,,125.41,Autoencoder,[703 739 803 761 670],0.5,50.2,10.0
356,55.2,Key Door,47.75,51.21,5,,150.35000000000002,Autoencoder,[1043 1006  978  966  944],0.2,47.4,10.0
357,17.6,Key Door,40.0,24.44,5,,103.19999999999999,Autoencoder,[1043 1006  978  966  944],0.5,45.6,10.0
358,52.0,Other Door,54.39,53.17,5,,160.59,Autoencoder,[1158 1194 1265 1320 1275],0.2,54.2,10.0
359,24.4,Other Door,55.96,33.98,5,,132.96,Autoencoder,[1158 1194 1265 1320 1275],0.5,52.6,10.0
360,58.0,Key,52.92,55.34,5,,164.12,Autoencoder,[245 846 233 322 831],0.2,53.2,10.0
361,25.2,Key,57.27,35.0,5,,135.67,Autoencoder,[245 846 233 322 831],0.5,53.2,10.0
362,71.6,Orb,62.59,66.79,5,,198.59,Autoencoder,[1348 1312  179  761 1325],0.2,64.4,10.0
363,34.8,Orb,68.5,46.15,5,,162.7,Autoencoder,[1348 1312  179  761 1325],0.5,59.4,10.0
364,45.71,No Door,57.76,51.03,5,,159.61,Classifier,[131 168  71 182  44],0.2,56.14,10.0
365,20.29,No Door,76.34,32.06,5,,153.63,Classifier,[131 168  71 182  44],0.5,57.0,10.0
366,84.8,Level Door,68.17,75.58,5,,225.57,Classifier,[443 503 406 491 566],0.2,72.6,10.0
367,66.4,Level Door,85.57,74.78,5,,229.57,Classifier,[443 503 406 491 566],0.5,77.6,10.0
368,59.6,Green Door,63.95,61.7,5,,186.55,Classifier,[750 772 748 628 770],0.2,63.0,10.0
369,25.2,Green Door,75.9,37.84,5,,159.7,Classifier,[750 772 748 628 770],0.5,58.6,10.0
370,50.4,Key Door,60.87,55.14,5,,170.27,Classifier,[1004  917  870  852 1045],0.2,59.0,10.0
371,34.0,Key Door,75.89,46.96,5,,171.49,Classifier,[1004  917  870  852 1045],0.5,61.6,10.0
372,84.0,Other Door,81.4,82.68,5,,247.8,Classifier,[1224 1301 1309 1119 1102],0.2,82.4,10.0
373,61.6,Other Door,95.06,74.76,5,,235.85999999999999,Classifier,[1224 1301 1309 1119 1102],0.5,79.2,10.0
374,35.6,Key,43.84,39.29,5,,124.44,Classifier,[ 217  232 1050  320  326],0.2,45.0,10.0
375,8.4,Key,32.31,13.33,5,,86.11000000000001,Classifier,[ 217  232 1050  320  326],0.5,45.4,10.0
376,60.0,Orb,60.24,60.12,5,,180.44,Classifier,[1304  556 1308 1021 1019],0.2,60.2,10.0
377,30.4,Orb,71.7,42.7,5,,161.3,Classifier,[1304  556 1308 1021 1019],0.5,59.2,10.0
378,44.29,No Door,50.0,46.97,5,,144.29,Random,[230 224 254  27  18],0.2,50.0,10.0
379,15.14,No Door,50.96,23.34,5,,116.39,Random,[230 224 254  27  18],0.5,50.29,10.0
380,62.4,Level Door,50.16,55.61,5,,162.76,Random,[490 427 421 409 478],0.2,50.2,10.0
381,20.8,Level Door,58.43,30.68,5,,132.23000000000002,Random,[490 427 421 409 478],0.5,53.0,10.0
382,69.6,Green Door,53.05,60.21,5,,176.64999999999998,Random,[831 707 827 741 748],0.2,54.0,10.0
383,16.4,Green Door,53.25,25.08,5,,120.65,Random,[831 707 827 741 748],0.5,51.0,10.0
384,62.4,Key Door,53.42,57.56,5,,169.82,Random,[1064  994 1007  937  964],0.2,54.0,10.0
385,18.8,Key Door,51.09,27.49,5,,120.29,Random,[1064  994 1007  937  964],0.5,50.4,10.0
386,59.2,Other Door,48.84,53.52,5,,156.64,Random,[1313 1196 1272 1203 1186],0.2,48.6,10.0
387,16.8,Other Door,43.3,24.21,5,,107.49999999999999,Random,[1313 1196 1272 1203 1186],0.5,47.4,10.0
388,63.2,Key,49.07,55.25,5,,161.07,Random,[253 822 210 805 285],0.2,48.8,10.0
389,15.2,Key,47.5,23.03,5,,111.9,Random,[253 822 210 805 285],0.5,49.2,10.0
390,62.0,Orb,49.68,55.16,5,,161.28,Random,[ 582 1007 1312  764  757],0.2,49.6,10.0
391,15.2,Orb,56.72,23.98,5,,123.72,Random,[ 582 1007 1312  764  757],0.5,51.8,10.0
392,14.57,No Door,60.0,23.45,5,,127.0,Agent,[308  48 316 169 122],0.2,52.43,10.0
393,1.43,No Door,71.43,2.8,5,,123.29000000000002,Agent,[308  48 316 169 122],0.5,50.43,10.0
394,66.4,Level Door,83.84,74.11,5,,227.04,Agent,[468 372 563 414 462],0.2,76.8,10.0
395,33.2,Level Door,88.3,48.26,5,,185.89999999999998,Agent,[468 372 563 414 462],0.5,64.4,10.0
396,52.0,Green Door,77.84,62.35,5,,198.44,Agent,[825 747 782 815 756],0.2,68.6,10.0
397,29.2,Green Door,82.95,43.19,5,,173.75,Agent,[825 747 782 815 756],0.5,61.6,10.0
398,43.6,Key Door,77.86,55.9,5,,187.05999999999997,Agent,[1052  947  862  934  957],0.2,65.6,10.0
399,5.6,Key Door,77.78,10.45,5,,135.38,Agent,[1052  947  862  934  957],0.5,52.0,10.0
400,46.8,Other Door,88.64,61.26,5,,205.84000000000003,Agent,[1223 1200 1219 1330 1215],0.2,70.4,10.0
401,26.8,Other Door,94.37,41.74,5,,183.77,Agent,[1223 1200 1219 1330 1215],0.5,62.6,10.0
402,9.2,Key,46.94,15.38,5,,105.54,Agent,[827 313 320 286 214],0.2,49.4,10.0
403,0.8,Key,33.33,1.56,5,,83.73,Agent,[827 313 320 286 214],0.5,49.6,10.0
404,58.8,Orb,75.0,65.92,5,,203.39999999999998,Agent,[1024  193 1004  162  763],0.2,69.6,10.0
405,30.4,Orb,91.57,45.65,5,,185.77,Agent,[1024  193 1004  162  763],0.5,63.8,10.0
406,53.14,No Door,54.87,53.99,5,,162.72,Autoencoder,[  6 307  97 312 253],0.2,54.71,10.0
407,13.71,No Door,65.75,22.69,5,,132.75,Autoencoder,[  6 307  97 312 253],0.5,53.29,10.0
408,56.0,Level Door,51.28,53.54,5,,158.68,Autoencoder,[554 421 514 465 350],0.2,51.4,10.0
409,26.4,Level Door,48.89,34.29,5,,124.69,Autoencoder,[554 421 514 465 350],0.5,49.4,10.0
410,52.4,Green Door,48.7,50.48,5,,149.70000000000002,Autoencoder,[762 634 686 685 741],0.2,48.6,10.0
411,34.4,Green Door,55.13,42.37,5,,142.73000000000002,Autoencoder,[762 634 686 685 741],0.5,53.2,10.0
412,74.4,Key Door,54.23,62.73,5,,184.43,Autoencoder,[ 967 1099 1005 1023  938],0.2,55.8,10.0
413,53.6,Key Door,68.02,59.96,5,,185.82,Autoencoder,[ 967 1099 1005 1023  938],0.5,64.2,10.0
414,38.0,Other Door,38.0,38.0,5,,114.0,Autoencoder,[1195 1192 1340 1254 1144],0.2,38.0,10.0
415,14.4,Other Door,30.0,19.46,5,,84.80000000000001,Autoencoder,[1195 1192 1340 1254 1144],0.5,40.4,10.0
416,70.0,Key,57.19,62.95,5,,185.99,Autoencoder,[ 813  807  330 1051  801],0.2,58.8,10.0
417,44.8,Key,66.27,53.46,5,,172.07,Autoencoder,[ 813  807  330 1051  801],0.5,61.0,10.0
418,77.6,Orb,63.61,69.91,5,,207.80999999999997,Autoencoder,[ 588 1336  778 1049  781],0.2,66.6,10.0
419,40.8,Orb,67.55,50.87,5,,168.95,Autoencoder,[ 588 1336  778 1049  781],0.5,60.6,10.0
420,59.43,No Door,60.29,59.86,5,,179.86,Classifier,[123 237  75 187 107],0.2,60.14,10.0
421,11.43,No Door,67.8,19.56,5,,132.23,Classifier,[123 237  75 187 107],0.5,53.0,10.0
422,90.0,Level Door,72.82,80.5,5,,241.01999999999998,Classifier,[397 418 474 419 429],0.2,78.2,10.0
423,76.0,Level Door,87.96,81.54,5,,246.76,Classifier,[397 418 474 419 429],0.5,82.8,10.0
424,60.4,Green Door,63.71,62.01,5,,187.11,Classifier,[705 722 802 754 704],0.2,63.0,10.0
425,27.2,Green Door,79.07,40.48,5,,166.26999999999998,Classifier,[705 722 802 754 704],0.5,60.0,10.0
426,29.2,Key Door,39.25,33.49,5,,110.45,Classifier,[ 925  939  895  980 1070],0.2,42.0,10.0
427,7.2,Key Door,29.51,11.58,5,,81.71000000000001,Classifier,[ 925  939  895  980 1070],0.5,45.0,10.0
428,80.4,Other Door,70.77,75.28,5,,224.77,Classifier,[1331 1206 1125 1111 1307],0.2,73.6,10.0
429,54.0,Other Door,91.22,67.84,5,,219.62,Classifier,[1331 1206 1125 1111 1307],0.5,74.4,10.0
430,52.0,Key,48.33,50.1,5,,148.53,Classifier,[ 844  849 1052 1053  843],0.2,48.2,10.0
431,12.8,Key,40.51,19.45,5,,100.30999999999999,Classifier,[ 844  849 1052 1053  843],0.5,47.0,10.0
432,53.2,Orb,68.21,59.78,5,,185.61,Classifier,[ 595 1026  181 1008  763],0.2,64.2,10.0
433,34.0,Orb,84.16,48.43,5,,181.95999999999998,Classifier,[ 595 1026  181 1008  763],0.5,63.8,10.0
434,60.86,No Door,50.24,55.04,5,,161.39,Random,[ 65 205  99 202 252],0.2,50.29,10.0
435,22.29,No Door,56.93,32.04,5,,131.93,Random,[ 65 205  99 202 252],0.5,52.71,10.0
436,54.4,Level Door,50.75,52.51,5,,155.95,Random,[496 556 376 424 352],0.2,50.8,10.0
437,22.4,Level Door,53.85,31.64,5,,127.85,Random,[496 556 376 424 352],0.5,51.6,10.0
438,58.4,Green Door,48.99,53.28,5,,156.19,Random,[825 688 716 749 745],0.2,48.8,10.0
439,16.0,Green Door,47.62,23.95,5,,112.82,Random,[825 688 716 749 745],0.5,49.2,10.0
440,60.0,Key Door,48.7,53.76,5,,157.1,Random,[1051 1007 1024  902  914],0.2,48.4,10.0
441,12.8,Key Door,50.79,20.45,5,,113.79,Random,[1051 1007 1024  902  914],0.5,50.2,10.0
442,62.8,Other Door,50.97,56.27,5,,164.97,Random,[1238 1318 1229 1348 1175],0.2,51.2,10.0
443,22.8,Other Door,52.29,31.75,5,,126.08999999999999,Random,[1238 1318 1229 1348 1175],0.5,51.0,10.0
444,60.0,Key,50.34,54.75,5,,160.74,Random,[317 840 284 832 838],0.2,50.4,10.0
445,18.0,Key,51.72,26.71,5,,120.32,Random,[317 840 284 832 838],0.5,50.6,10.0
446,64.4,Orb,50.63,56.69,5,,165.83,Random,[ 186  783  160 1341  768],0.2,50.8,10.0
447,24.0,Orb,57.69,33.9,5,,134.89,Random,[ 186  783  160 1341  768],0.5,53.2,10.0
448,48.0,No Door,46.15,47.06,5,,140.15,Agent,[198  87   4 333  75],0.2,46.0,10.0
449,5.43,No Door,45.24,9.7,5,,100.1,Agent,[198  87   4 333  75],0.5,49.43,10.0
450,76.8,Level Door,89.72,82.76,5,,250.51999999999998,Agent,[534 584 570 446 418],0.2,84.0,10.0
451,38.0,Level Door,89.62,53.37,5,,194.42000000000002,Agent,[534 584 570 446 418],0.5,66.8,10.0
452,54.0,Green Door,72.19,61.78,5,,192.79,Agent,[786 619 675 726 713],0.2,66.6,10.0
453,40.4,Green Door,80.8,53.87,5,,186.6,Agent,[786 619 675 726 713],0.5,65.4,10.0
454,32.0,Key Door,77.67,45.33,5,,171.07,Agent,[910 927 866 958 900],0.2,61.4,10.0
455,12.0,Key Door,93.75,21.28,5,,161.35,Agent,[910 927 866 958 900],0.5,55.6,10.0
456,47.6,Other Door,79.33,59.5,5,,194.53,Agent,[1120 1223 1249 1305 1194],0.2,67.6,10.0
457,15.2,Other Door,79.17,25.5,5,,149.97,Agent,[1120 1223 1249 1305 1194],0.5,55.6,10.0
458,15.6,Key,35.14,21.61,5,,94.13999999999999,Agent,[1084  346 1056 1058  255],0.2,43.4,10.0
459,0.4,Key,33.33,0.79,5,,83.53,Agent,[1084  346 1056 1058  255],0.5,49.8,10.0
460,78.4,Orb,81.67,80.0,5,,240.47,Agent,[1046  182 1048  187  795],0.2,80.4,10.0
461,25.6,Orb,92.75,40.13,5,,180.15,Agent,[1046  182 1048  187  795],0.5,61.8,10.0
462,49.43,No Door,51.03,50.22,5,,151.46,Autoencoder,[ 54 314 238 165  59],0.2,51.0,10.0
463,22.29,No Door,54.93,31.71,5,,129.22,Autoencoder,[ 54 314 238 165  59],0.5,52.0,10.0
464,80.4,Level Door,52.34,63.4,5,,186.34,Autoencoder,[478 396 404 378 552],0.2,53.6,10.0
465,25.6,Level Door,58.72,35.66,5,,138.12,Autoencoder,[478 396 404 378 552],0.5,53.8,10.0
466,56.0,Green Door,56.22,56.11,5,,168.42000000000002,Autoencoder,[667 632 754 625 641],0.2,56.2,10.0
467,27.6,Green Door,58.97,37.6,5,,140.77,Autoencoder,[667 632 754 625 641],0.5,54.2,10.0
468,73.2,Key Door,55.12,62.89,5,,185.12,Autoencoder,[ 927 1019  917  903  906],0.2,56.8,10.0
469,51.2,Key Door,63.68,56.76,5,,175.88,Autoencoder,[ 927 1019  917  903  906],0.5,61.0,10.0
470,68.8,Other Door,57.72,62.77,5,,185.72,Autoencoder,[1279 1241 1270 1180 1347],0.2,59.2,10.0
471,40.4,Other Door,60.48,48.44,5,,157.88,Autoencoder,[1279 1241 1270 1180 1347],0.5,57.0,10.0
472,58.8,Key,58.8,58.8,5,,176.39999999999998,Autoencoder,[1073  331 1082  211 1065],0.2,58.8,10.0
473,25.6,Key,58.18,35.56,5,,137.38,Autoencoder,[1073  331 1082  211 1065],0.5,53.6,10.0
474,64.8,Orb,58.06,61.25,5,,181.86,Autoencoder,[ 572  175 1317  166  178],0.2,59.0,10.0
475,36.4,Orb,62.76,46.08,5,,156.56,Autoencoder,[ 572  175 1317  166  178],0.5,57.4,10.0
476,59.71,No Door,65.93,62.67,5,,190.07000000000002,Classifier,[ 43 204 133 272  47],0.2,64.43,10.0
477,29.71,No Door,73.76,42.36,5,,163.04000000000002,Classifier,[ 43 204 133 272  47],0.5,59.57,10.0
478,87.2,Level Door,72.91,79.42,5,,237.51,Classifier,[451 447 492 548 403],0.2,77.4,10.0
479,66.4,Level Door,92.74,77.39,5,,239.73999999999998,Classifier,[451 447 492 548 403],0.5,80.6,10.0
480,61.6,Green Door,63.64,62.6,5,,188.44,Classifier,[650 718 750 821 772],0.2,63.2,10.0
481,36.0,Green Door,75.0,48.65,5,,173.0,Classifier,[650 718 750 821 772],0.5,62.0,10.0
482,64.0,Key Door,56.34,59.93,5,,177.54000000000002,Classifier,[1081  967 1056 1023  921],0.2,57.2,10.0
483,18.4,Key Door,62.16,28.39,5,,134.16,Classifier,[1081  967 1056 1023  921],0.5,53.6,10.0
484,74.0,Other Door,66.55,70.08,5,,208.95,Classifier,[1195 1267 1270 1252 1308],0.2,68.4,10.0
485,26.4,Other Door,86.84,40.49,5,,174.44000000000003,Classifier,[1195 1267 1270 1252 1308],0.5,61.2,10.0
486,59.6,Key,61.83,60.69,5,,182.82999999999998,Classifier,[335 828 843 282 833],0.2,61.4,10.0
487,26.0,Key,76.47,38.81,5,,161.47,Classifier,[335 828 843 282 833],0.5,59.0,10.0
488,52.8,Orb,60.55,56.41,5,,172.55,Classifier,[1039 1039  565  760  762],0.2,59.2,10.0
489,10.0,Orb,71.43,17.54,5,,134.43,Classifier,[1039 1039  565  760  762],0.5,53.0,10.0
490,63.14,No Door,50.57,56.16,5,,164.42000000000002,Random,[349  40  97 230 132],0.2,50.71,10.0
491,16.57,No Door,54.21,25.38,5,,122.07,Random,[349  40  97 230 132],0.5,51.29,10.0
492,58.0,Level Door,50.88,54.21,5,,159.88,Random,[399 414 482 509 594],0.2,51.0,10.0
493,18.4,Level Door,52.87,27.3,5,,122.27000000000001,Random,[399 414 482 509 594],0.5,51.0,10.0
