,Recall,Concept,Precision,F1Score,NumExp,Pattern Complexity,CPR,Encoding,Examples,TH,Accuracy,PC
4780,66.0,Key Door,62.03,63.95,5,,190.82999999999998,Autoencoder,[992 986 991 989 873],0.2,62.8,10.0
4781,43.2,Key Door,67.5,52.68,5,,171.89999999999998,Autoencoder,[992 986 991 989 873],0.5,61.2,10.0
4782,62.8,Other Door,58.15,60.39,5,,179.75,Autoencoder,[1274 1284 1232 1171 1312],0.2,58.8,10.0
4783,30.0,Other Door,55.56,38.96,5,,138.56,Autoencoder,[1274 1284 1232 1171 1312],0.5,53.0,10.0
4784,62.8,Key,58.36,60.5,5,,180.16,Autoencoder,[ 244  252  286 1098  301],0.2,59.0,10.0
4785,29.2,Key,69.52,41.13,5,,156.92,Autoencoder,[ 244  252  286 1098  301],0.5,58.2,10.0
4786,70.4,Orb,56.96,62.97,5,,185.96,Autoencoder,[ 765 1310 1320 1322 1024],0.2,58.6,10.0
4787,12.8,Orb,60.38,21.12,5,,125.38000000000001,Autoencoder,[ 765 1310 1320 1322 1024],0.5,52.2,10.0
4788,53.71,No Door,70.41,60.94,5,,189.69,Classifier,[197  23 183  31 348],0.2,65.57,10.0
4789,32.0,No Door,89.6,47.16,5,,185.74,Classifier,[197  23 183  31 348],0.5,64.14,10.0
4790,87.6,Level Door,77.66,82.33,5,,246.46,Classifier,[557 371 352 478 599],0.2,81.2,10.0
4791,68.8,Level Door,95.03,79.82,5,,246.43,Classifier,[557 371 352 478 599],0.5,82.6,10.0
4792,59.2,Green Door,61.92,60.53,5,,182.51999999999998,Classifier,[847 836 623 647 621],0.2,61.4,10.0
4793,36.0,Green Door,68.7,47.24,5,,164.5,Classifier,[847 836 623 647 621],0.5,59.8,10.0
4794,51.6,Key Door,59.72,55.36,5,,169.72,Classifier,[ 887  861  952  850 1097],0.2,58.4,10.0
4795,13.6,Key Door,60.71,22.22,5,,126.71,Classifier,[ 887  861  952  850 1097],0.5,52.4,10.0
4796,78.0,Other Door,72.22,75.0,5,,224.22,Classifier,[1210 1111 1133 1210 1189],0.2,74.0,10.0
4797,42.4,Other Door,92.17,58.08,5,,203.97,Classifier,[1210 1111 1133 1210 1189],0.5,69.4,10.0
4798,56.0,Key,55.56,55.78,5,,167.16,Classifier,[1065  210  813 1088 1086],0.2,55.6,10.0
4799,18.4,Key,58.23,27.96,5,,129.23,Classifier,[1065  210  813 1088 1086],0.5,52.6,10.0
4800,64.8,Orb,60.0,62.31,5,,185.6,Classifier,[ 184  579 1348 1006  188],0.2,60.8,10.0
4801,30.4,Orb,72.38,42.82,5,,162.18,Classifier,[ 184  579 1348 1006  188],0.5,59.4,10.0
4802,55.71,No Door,50.39,52.92,5,,156.53,Random,[272 256 278  15 228],0.2,50.43,10.0
4803,20.57,No Door,55.38,30.0,5,,127.94999999999999,Random,[272 256 278  15 228],0.5,52.0,10.0
4804,62.0,Level Door,49.36,54.96,5,,160.56,Random,[546 355 450 527 585],0.2,49.2,10.0
4805,13.2,Level Door,47.83,20.69,5,,110.42999999999999,Random,[546 355 450 527 585],0.5,49.4,10.0
4806,58.4,Green Door,50.69,54.27,5,,159.89,Random,[689 726 619 815 836],0.2,50.8,10.0
4807,18.8,Green Door,55.29,28.06,5,,125.89,Random,[689 726 619 815 836],0.5,51.8,10.0
4808,56.4,Key Door,46.38,50.9,5,,148.38,Random,[ 977  943 1055 1034 1016],0.2,45.6,10.0
4809,18.8,Key Door,57.32,28.31,5,,128.52,Random,[ 977  943 1055 1034 1016],0.5,52.4,10.0
4810,69.6,Other Door,52.73,60.0,5,,175.93,Random,[1339 1226 1259 1258 1306],0.2,53.6,10.0
4811,15.6,Other Door,52.0,24.0,5,,118.19999999999999,Random,[1339 1226 1259 1258 1306],0.5,50.6,10.0
4812,61.2,Key,50.16,55.13,5,,161.56,Random,[216 809 343 334 281],0.2,50.2,10.0
4813,25.2,Key,67.74,36.73,5,,149.54,Random,[216 809 343 334 281],0.5,56.6,10.0
4814,65.6,Orb,52.06,58.05,5,,170.26,Random,[ 154  184 1021  193  197],0.2,52.6,10.0
4815,20.4,Orb,50.5,29.06,5,,121.1,Random,[ 154  184 1021  193  197],0.5,50.2,10.0
4816,36.0,No Door,66.32,46.67,5,,161.18,Agent,[116  64 128 240  46],0.2,58.86,10.0
4817,6.57,No Door,79.31,12.13,5,,138.31,Agent,[116  64 128 240  46],0.5,52.43,10.0
4818,59.6,Level Door,84.18,69.79,5,,217.98,Agent,[584 583 395 456 559],0.2,74.2,10.0
4819,40.0,Level Door,93.46,56.02,5,,202.06,Agent,[584 583 395 456 559],0.5,68.6,10.0
4820,61.6,Green Door,63.64,62.6,5,,188.44,Agent,[752 748 642 840 736],0.2,63.2,10.0
4821,40.4,Green Door,74.26,52.33,5,,177.86,Agent,[752 748 642 840 736],0.5,63.2,10.0
4822,24.8,Key Door,53.45,33.88,5,,129.85000000000002,Agent,[1053  924  897 1066  978],0.2,51.6,10.0
4823,6.4,Key Door,55.17,11.47,5,,112.17000000000002,Agent,[1053  924  897 1066  978],0.5,50.6,10.0
4824,52.8,Other Door,80.49,63.77,5,,203.29000000000002,Agent,[1162 1128 1150 1146 1177],0.2,70.0,10.0
4825,18.8,Other Door,94.0,31.33,5,,171.60000000000002,Agent,[1162 1128 1150 1146 1177],0.5,58.8,10.0
4826,39.6,Key,67.35,49.87,5,,167.15,Agent,[281 242 295 344 336],0.2,60.2,10.0
4827,1.6,Key,66.67,3.13,5,,118.66999999999999,Agent,[281 242 295 344 336],0.5,50.4,10.0
4828,74.0,Orb,68.77,71.29,5,,212.97,Agent,[ 164 1020  159  558  583],0.2,70.2,10.0
4829,24.4,Orb,75.31,36.86,5,,157.91,Agent,[ 164 1020  159  558  583],0.5,58.2,10.0
4830,56.29,No Door,50.77,53.39,5,,157.92,Autoencoder,[186 205 288 347 198],0.2,50.86,10.0
4831,24.86,No Door,58.39,34.87,5,,136.82,Autoencoder,[186 205 288 347 198],0.5,53.57,10.0
4832,67.6,Level Door,52.65,59.2,5,,173.64999999999998,Autoencoder,[555 390 491 598 555],0.2,53.4,10.0
4833,21.2,Level Door,51.96,30.11,5,,123.96,Autoencoder,[555 390 491 598 555],0.5,50.8,10.0
4834,65.2,Green Door,57.19,60.93,5,,180.59,Autoencoder,[626 732 628 673 668],0.2,58.2,10.0
4835,30.0,Green Door,60.48,40.11,5,,145.68,Autoencoder,[626 732 628 673 668],0.5,55.2,10.0
4836,81.6,Key Door,51.78,63.36,5,,186.18,Autoencoder,[ 950  991 1009  931  963],0.2,52.8,10.0
4837,34.8,Key Door,74.36,47.41,5,,170.56,Autoencoder,[ 950  991 1009  931  963],0.5,61.4,10.0
4838,60.8,Other Door,56.09,58.35,5,,173.49,Autoencoder,[1271 1196 1209 1179 1224],0.2,56.6,10.0
4839,34.4,Other Door,61.87,44.22,5,,152.87,Autoencoder,[1271 1196 1209 1179 1224],0.5,56.6,10.0
4840,58.4,Key,51.59,54.78,5,,161.79,Autoencoder,[337 349 812 207 842],0.2,51.8,10.0
4841,20.8,Key,60.47,30.95,5,,134.87,Autoencoder,[337 349 812 207 842],0.5,53.6,10.0
4842,55.6,Orb,54.94,55.27,5,,165.54,Autoencoder,[179 176 584 584 178],0.2,55.0,10.0
4843,32.8,Orb,60.29,42.49,5,,148.69,Autoencoder,[179 176 584 584 178],0.5,55.6,10.0
4844,55.71,No Door,58.38,57.01,5,,172.09,Classifier,[231 266  75  31  63],0.2,58.0,10.0
4845,20.86,No Door,67.59,31.88,5,,143.88,Classifier,[231 266  75  31  63],0.5,55.43,10.0
4846,87.2,Level Door,71.24,78.42,5,,234.44,Classifier,[428 533 387 412 492],0.2,76.0,10.0
4847,67.2,Level Door,92.31,77.78,5,,240.31,Classifier,[428 533 387 412 492],0.5,80.8,10.0
4848,34.8,Green Door,55.77,42.86,5,,144.17000000000002,Classifier,[616 696 611 778 609],0.2,53.6,10.0
4849,10.4,Green Door,60.47,17.75,5,,122.67,Classifier,[616 696 611 778 609],0.5,51.8,10.0
4850,68.0,Key Door,70.25,69.11,5,,207.85,Classifier,[ 956 1074  868  913  926],0.2,69.6,10.0
4851,50.4,Key Door,75.9,60.58,5,,193.50000000000003,Classifier,[ 956 1074  868  913  926],0.5,67.2,10.0
4852,81.6,Other Door,64.15,71.83,5,,213.75,Classifier,[1177 1234 1266 1270 1270],0.2,68.0,10.0
4853,29.6,Other Door,78.72,43.02,5,,169.11999999999998,Classifier,[1177 1234 1266 1270 1270],0.5,60.8,10.0
4854,48.8,Key,60.4,53.98,5,,167.6,Classifier,[1061  315  809 1080  833],0.2,58.4,10.0
4855,16.8,Key,77.78,27.63,5,,150.58,Classifier,[1061  315  809 1080  833],0.5,56.0,10.0
4856,70.0,Orb,63.18,66.42,5,,197.78,Classifier,[ 781 1011 1041 1045  172],0.2,64.6,10.0
4857,34.8,Orb,71.31,46.77,5,,166.51,Classifier,[ 781 1011 1041 1045  172],0.5,60.4,10.0
4858,44.29,No Door,52.72,48.14,5,,149.29999999999998,Random,[233 275 282  33 304],0.2,52.29,10.0
4859,16.57,No Door,54.72,25.44,5,,122.72,Random,[233 275 282  33 304],0.5,51.43,10.0
4860,63.6,Level Door,49.23,55.5,5,,161.82999999999998,Random,[514 428 505 445 401],0.2,49.0,10.0
4861,13.2,Level Door,47.14,20.62,5,,109.54,Random,[514 428 505 445 401],0.5,49.2,10.0
4862,58.0,Green Door,49.32,53.31,5,,156.52,Random,[819 684 696 848 742],0.2,49.2,10.0
4863,16.0,Green Door,62.5,25.48,5,,131.7,Random,[819 684 696 848 742],0.5,53.2,10.0
4864,60.8,Key Door,50.84,55.38,5,,162.64,Random,[877 905 870 986 903],0.2,51.0,10.0
4865,16.0,Key Door,51.28,24.39,5,,117.68,Random,[877 905 870 986 903],0.5,50.4,10.0
4866,61.6,Other Door,51.33,56.0,5,,164.53,Random,[1108 1118 1295 1315 1321],0.2,51.6,10.0
4867,17.6,Other Door,49.44,25.96,5,,116.84,Random,[1108 1118 1295 1315 1321],0.5,49.8,10.0
4868,66.4,Key,52.2,58.45,5,,171.4,Random,[ 278  282  325  324 1071],0.2,52.8,10.0
4869,14.8,Key,52.11,23.05,5,,117.51,Random,[ 278  282  325  324 1071],0.5,50.6,10.0
4870,60.8,Orb,50.67,55.27,5,,162.26999999999998,Random,[ 581  555 1343  158  763],0.2,50.8,10.0
4871,20.0,Orb,53.19,29.07,5,,124.39,Random,[ 581  555 1343  158  763],0.5,51.2,10.0
4872,13.43,No Door,36.43,19.63,5,,94.86000000000001,Agent,[ 96 134  73  34 247],0.2,45.0,10.0
4873,3.71,No Door,81.25,7.1,5,,136.39000000000001,Agent,[ 96 134  73  34 247],0.5,51.43,10.0
4874,79.6,Level Door,86.52,82.92,5,,249.72,Agent,[495 486 563 551 466],0.2,83.6,10.0
4875,39.2,Level Door,85.96,53.85,5,,191.56,Agent,[495 486 563 551 466],0.5,66.4,10.0
4876,62.0,Green Door,65.96,63.92,5,,192.95999999999998,Agent,[735 654 759 725 807],0.2,65.0,10.0
4877,39.2,Green Door,79.67,52.55,5,,183.46999999999997,Agent,[735 654 759 725 807],0.5,64.6,10.0
4878,23.2,Key Door,70.73,34.94,5,,150.73,Agent,[1061 1011  895  971  916],0.2,56.8,10.0
4879,8.4,Key Door,77.78,15.16,5,,139.18,Agent,[1061 1011  895  971  916],0.5,53.0,10.0
4880,56.4,Other Door,87.04,68.45,5,,217.44000000000003,Agent,[1102 1332 1140 1211 1123],0.2,74.0,10.0
4881,38.8,Other Door,95.1,55.11,5,,202.3,Agent,[1102 1332 1140 1211 1123],0.5,68.4,10.0
4882,28.4,Key,68.27,40.11,5,,154.27,Agent,[ 818  342 1089  812  321],0.2,57.6,10.0
4883,6.8,Key,89.47,12.64,5,,149.27,Agent,[ 818  342 1089  812  321],0.5,53.0,10.0
4884,16.4,Orb,91.11,27.8,5,,164.91,Agent,[ 158 1307  757  172 1043],0.2,57.4,10.0
4885,3.2,Orb,88.89,6.18,5,,143.48999999999998,Agent,[ 158 1307  757  172 1043],0.5,51.4,10.0
4886,60.57,No Door,55.94,58.16,5,,172.94,Autoencoder,[251 105  89 184 189],0.2,56.43,10.0
4887,29.71,No Door,64.2,40.62,5,,150.48000000000002,Autoencoder,[251 105  89 184 189],0.5,56.57,10.0
4888,59.6,Level Door,51.92,55.5,5,,163.72,Autoencoder,[388 495 569 399 351],0.2,52.2,10.0
4889,25.2,Level Door,47.01,32.81,5,,120.61,Autoencoder,[388 495 569 399 351],0.5,48.4,10.0
4890,68.8,Green Door,55.13,61.21,5,,180.32999999999998,Autoencoder,[644 804 788 705 836],0.2,56.4,10.0
4891,30.0,Green Door,61.48,40.32,5,,147.07999999999998,Autoencoder,[644 804 788 705 836],0.5,55.6,10.0
4892,67.6,Key Door,54.52,60.36,5,,177.72,Autoencoder,[ 864  933  856 1091  858],0.2,55.6,10.0
4893,27.6,Key Door,53.49,36.41,5,,132.89,Autoencoder,[ 864  933  856 1091  858],0.5,51.8,10.0
4894,72.4,Other Door,61.36,66.42,5,,197.16,Autoencoder,[1347 1323 1260 1209 1298],0.2,63.4,10.0
4895,37.6,Other Door,59.12,45.97,5,,152.51999999999998,Autoencoder,[1347 1323 1260 1209 1298],0.5,55.8,10.0
4896,61.2,Key,53.31,56.98,5,,168.31,Autoencoder,[ 838  266  837 1079  282],0.2,53.8,10.0
4897,17.2,Key,45.74,25.0,5,,111.34,Autoencoder,[ 838  266  837 1079  282],0.5,48.4,10.0
4898,68.8,Orb,54.43,60.78,5,,178.82999999999998,Autoencoder,[ 780  765 1349 1315 1305],0.2,55.6,10.0
4899,19.2,Orb,48.0,27.43,5,,116.4,Autoencoder,[ 780  765 1349 1315 1305],0.5,49.2,10.0
4900,60.29,No Door,58.61,59.44,5,,177.76,Classifier,[284 130  49   8 150],0.2,58.86,10.0
4901,13.43,No Door,69.12,22.49,5,,136.26000000000002,Classifier,[284 130  49   8 150],0.5,53.71,10.0
4902,80.4,Level Door,65.9,72.43,5,,215.70000000000002,Classifier,[474 485 587 457 451],0.2,69.4,10.0
4903,53.2,Level Door,80.12,63.94,5,,203.32,Classifier,[474 485 587 457 451],0.5,70.0,10.0
4904,56.8,Green Door,67.62,61.74,5,,189.22000000000003,Classifier,[648 614 822 617 760],0.2,64.8,10.0
4905,20.4,Green Door,75.0,32.08,5,,152.20000000000002,Classifier,[648 614 822 617 760],0.5,56.8,10.0
4906,40.8,Key Door,45.54,43.04,5,,132.33999999999997,Classifier,[ 925 1022  859 1075 1015],0.2,46.0,10.0
4907,10.8,Key Door,57.45,18.18,5,,119.64999999999999,Classifier,[ 925 1022  859 1075 1015],0.5,51.4,10.0
4908,63.2,Other Door,77.07,69.45,5,,212.46999999999997,Classifier,[1287 1274 1324 1206 1308],0.2,72.2,10.0
4909,45.6,Other Door,89.76,60.48,5,,205.56,Classifier,[1287 1274 1324 1206 1308],0.5,70.2,10.0
4910,74.4,Key,62.84,68.13,5,,202.44000000000003,Classifier,[ 332 1060  296 1068  222],0.2,65.2,10.0
4911,36.4,Key,75.21,49.06,5,,173.81,Classifier,[ 332 1060  296 1068  222],0.5,62.2,10.0
4912,53.2,Orb,65.52,58.72,5,,181.32,Classifier,[ 786 1304  562  751 1031],0.2,62.6,10.0
4913,29.6,Orb,74.0,42.29,5,,163.2,Classifier,[ 786 1304  562  751 1031],0.5,59.6,10.0
4914,60.29,No Door,50.24,54.81,5,,160.82,Random,[ 23 120 318  49 300],0.2,50.29,10.0
4915,15.43,No Door,46.96,23.23,5,,111.39000000000001,Random,[ 23 120 318  49 300],0.5,49.0,10.0
4916,58.4,Level Door,50.52,54.17,5,,159.52,Random,[558 498 365 455 390],0.2,50.6,10.0
4917,21.6,Level Door,58.7,31.58,5,,133.5,Random,[558 498 365 455 390],0.5,53.2,10.0
4918,59.6,Green Door,50.0,54.38,5,,159.6,Random,[603 675 766 731 671],0.2,50.0,10.0
4919,21.6,Green Door,54.55,30.95,5,,127.94999999999999,Random,[603 675 766 731 671],0.5,51.8,10.0
4920,62.8,Key Door,49.22,55.19,5,,161.01999999999998,Random,[851 890 986 948 872],0.2,49.0,10.0
4921,10.0,Key Door,50.0,16.67,5,,110.0,Random,[851 890 986 948 872],0.5,50.0,10.0
4922,55.6,Other Door,47.6,51.29,5,,150.4,Random,[1115 1241 1334 1174 1165],0.2,47.2,10.0
4923,15.2,Other Door,43.68,22.55,5,,106.67999999999999,Random,[1115 1241 1334 1174 1165],0.5,47.8,10.0
4924,58.8,Key,47.57,52.59,5,,153.37,Random,[ 205 1087  226  271 1087],0.2,47.0,10.0
4925,16.8,Key,46.67,24.71,5,,112.27,Random,[ 205 1087  226  271 1087],0.5,48.8,10.0
4926,58.4,Orb,48.5,52.99,5,,155.1,Random,[1034  770  781  768 1045],0.2,48.2,10.0
4927,18.4,Orb,50.0,26.9,5,,118.4,Random,[1034  770  781  768 1045],0.5,50.0,10.0
4928,16.29,No Door,25.33,19.83,5,,75.75999999999999,Agent,[ 91 189 330 160 154],0.2,34.14,10.0
4929,4.0,No Door,20.29,6.68,5,,68.43,Agent,[ 91 189 330 160 154],0.5,44.14,10.0
4930,67.6,Level Door,80.09,73.32,5,,223.09,Agent,[444 578 583 465 518],0.2,75.4,10.0
4931,44.8,Level Door,88.89,59.57,5,,203.29000000000002,Agent,[444 578 583 465 518],0.5,69.6,10.0
4932,53.6,Green Door,75.71,62.76,5,,197.51,Agent,[615 679 783 804 692],0.2,68.2,10.0
4933,42.8,Green Door,84.25,56.76,5,,194.45,Agent,[615 679 783 804 692],0.5,67.4,10.0
4934,42.8,Key Door,56.32,48.64,5,,153.92000000000002,Agent,[1060 1052 1031 1046  939],0.2,54.8,10.0
4935,13.6,Key Door,65.38,22.52,5,,132.18,Agent,[1060 1052 1031 1046  939],0.5,53.2,10.0
4936,51.6,Other Door,71.27,59.86,5,,188.27,Agent,[1292 1135 1213 1165 1182],0.2,65.4,10.0
4937,30.8,Other Door,87.5,45.56,5,,181.5,Agent,[1292 1135 1213 1165 1182],0.5,63.2,10.0
4938,23.6,Key,42.75,30.41,5,,112.35,Agent,[1099  804  318  813  225],0.2,46.0,10.0
4939,6.8,Key,47.22,11.89,5,,103.61999999999999,Agent,[1099  804  318  813  225],0.5,49.6,10.0
4940,65.2,Orb,86.24,74.26,5,,228.83999999999997,Agent,[1345 1014  555  180 1344],0.2,77.4,10.0
4941,36.8,Orb,86.79,51.68,5,,189.19,Agent,[1345 1014  555  180 1344],0.5,65.6,10.0
4942,74.0,No Door,52.22,61.23,5,,179.36,Autoencoder,[145 280 331 215 104],0.2,53.14,10.0
4943,22.86,No Door,50.31,31.44,5,,123.31,Autoencoder,[145 280 331 215 104],0.5,50.14,10.0
4944,64.4,Level Door,49.85,56.2,5,,164.05,Autoencoder,[526 505 471 507 503],0.2,49.8,10.0
4945,48.4,Level Door,51.93,50.1,5,,152.13,Autoencoder,[526 505 471 507 503],0.5,51.8,10.0
4946,64.8,Green Door,54.55,59.23,5,,174.75,Autoencoder,[773 823 766 776 624],0.2,55.4,10.0
4947,34.4,Green Door,61.43,44.1,5,,152.23,Autoencoder,[773 823 766 776 624],0.5,56.4,10.0
4948,76.0,Key Door,56.38,64.74,5,,190.98000000000002,Autoencoder,[980 883 947 908 905],0.2,58.6,10.0
4949,55.2,Key Door,64.49,59.48,5,,182.08999999999997,Autoencoder,[980 883 947 908 905],0.5,62.4,10.0
4950,72.0,Other Door,59.6,65.22,5,,193.2,Autoencoder,[1150 1303 1223 1271 1164],0.2,61.6,10.0
4951,36.4,Other Door,59.87,45.27,5,,152.27,Autoencoder,[1150 1303 1223 1271 1164],0.5,56.0,10.0
4952,46.4,Key,45.85,46.12,5,,138.05,Autoencoder,[311 219 300 819 335],0.2,45.8,10.0
4953,24.8,Key,50.82,33.33,5,,126.02,Autoencoder,[311 219 300 819 335],0.5,50.4,10.0
4954,73.6,Orb,63.01,67.89,5,,201.81,Autoencoder,[ 757  771 1315  565 1036],0.2,65.2,10.0
4955,44.0,Orb,70.97,54.32,5,,177.97,Autoencoder,[ 757  771 1315  565 1036],0.5,63.0,10.0
4956,56.86,No Door,56.86,56.86,5,,170.57999999999998,Classifier,[ 71 144 134 162  71],0.2,56.86,10.0
4957,24.29,No Door,78.7,37.12,5,,161.85,Classifier,[ 71 144 134 162  71],0.5,58.86,10.0
4958,70.4,Level Door,73.64,71.98,5,,216.64000000000001,Classifier,[383 556 588 395 350],0.2,72.6,10.0
4959,48.4,Level Door,85.21,61.73,5,,203.60999999999999,Classifier,[383 556 588 395 350],0.5,70.0,10.0
4960,79.2,Green Door,61.68,69.35,5,,205.88,Classifier,[798 777 638 678 666],0.2,65.0,10.0
4961,38.8,Green Door,75.19,51.19,5,,176.99,Classifier,[798 777 638 678 666],0.5,63.0,10.0
4962,55.6,Key Door,63.76,59.4,5,,181.35999999999999,Classifier,[ 994 1073  909 1085 1073],0.2,62.0,10.0
4963,23.6,Key Door,80.82,36.53,5,,163.42,Classifier,[ 994 1073  909 1085 1073],0.5,59.0,10.0
4964,61.6,Other Door,68.75,64.98,5,,197.15,Classifier,[1306 1277 1249 1200 1219],0.2,66.8,10.0
4965,44.0,Other Door,79.14,56.56,5,,189.34,Classifier,[1306 1277 1249 1200 1219],0.5,66.2,10.0
4966,51.6,Key,62.02,56.33,5,,173.62,Classifier,[ 211  321  845 1061  318],0.2,60.0,10.0
4967,26.4,Key,66.67,37.82,5,,149.67000000000002,Classifier,[ 211  321  845 1061  318],0.5,56.6,10.0
4968,60.4,Orb,61.13,60.76,5,,182.53,Classifier,[1030  793  163 1334  784],0.2,61.0,10.0
4969,16.0,Orb,59.7,25.24,5,,128.3,Classifier,[1030  793  163 1334  784],0.5,52.6,10.0
4970,61.71,No Door,49.66,55.03,5,,160.94,Random,[ 39 173 318  82  30],0.2,49.57,10.0
4971,15.71,No Door,44.35,23.2,5,,108.06,Random,[ 39 173 318  82  30],0.5,48.0,10.0
4972,62.8,Level Door,52.33,57.09,5,,167.93,Random,[538 583 557 578 465],0.2,52.8,10.0
4973,24.8,Level Door,51.24,33.42,5,,126.64,Random,[538 583 557 578 465],0.5,50.6,10.0
4974,66.4,Green Door,49.85,56.95,5,,166.05,Random,[796 843 612 609 737],0.2,49.8,10.0
4975,16.0,Green Door,51.28,24.39,5,,117.68,Random,[796 843 612 609 737],0.5,50.4,10.0
4976,58.8,Key Door,49.83,53.94,5,,158.43,Random,[ 872 1001  909 1025 1057],0.2,49.8,10.0
4977,21.6,Key Door,56.25,31.21,5,,130.25,Random,[ 872 1001  909 1025 1057],0.5,52.4,10.0
4978,49.6,Other Door,49.8,49.7,5,,149.2,Random,[1312 1130 1329 1224 1269],0.2,49.8,10.0
4979,20.8,Other Door,53.06,29.88,5,,125.06,Random,[1312 1130 1329 1224 1269],0.5,51.2,10.0
4980,53.6,Key,51.94,52.76,5,,157.54,Random,[ 821  825  255  303 1092],0.2,52.0,10.0
4981,17.2,Key,59.72,26.71,5,,129.72,Random,[ 821  825  255  303 1092],0.5,52.8,10.0
4982,66.4,Orb,48.97,56.37,5,,163.97,Random,[ 781 1328 1345 1343 1335],0.2,48.6,10.0
4983,21.2,Orb,54.08,30.46,5,,126.88000000000001,Random,[ 781 1328 1345 1343 1335],0.5,51.6,10.0
4984,21.14,No Door,72.55,32.74,5,,150.26,Agent,[331 281 229 165 318],0.2,56.57,10.0
4985,4.57,No Door,88.89,8.69,5,,145.45999999999998,Agent,[331 281 229 165 318],0.5,52.0,10.0
4986,37.6,Level Door,74.6,50.0,5,,174.6,Agent,[545 400 545 547 398],0.2,62.4,10.0
4987,26.0,Level Door,92.86,40.63,5,,180.86,Agent,[545 400 545 547 398],0.5,62.0,10.0
4988,71.6,Green Door,60.27,65.45,5,,194.07,Agent,[686 706 668 639 620],0.2,62.2,10.0
4989,37.2,Green Door,74.4,49.6,5,,173.8,Agent,[686 706 668 639 620],0.5,62.2,10.0
4990,22.0,Key Door,73.33,33.85,5,,152.32999999999998,Agent,[ 967 1098 1010 1020 1097],0.2,57.0,10.0
4991,9.6,Key Door,75.0,17.02,5,,137.79999999999998,Agent,[ 967 1098 1010 1020 1097],0.5,53.2,10.0
4992,37.6,Other Door,80.34,51.23,5,,182.14000000000001,Agent,[1197 1166 1289 1169 1113],0.2,64.2,10.0
4993,12.8,Other Door,100.0,22.7,5,,169.20000000000002,Agent,[1197 1166 1289 1169 1113],0.5,56.4,10.0
4994,40.4,Key,63.92,49.51,5,,163.12,Agent,[337 288 331 227 263],0.2,58.8,10.0
4995,22.4,Key,75.68,34.57,5,,155.68,Agent,[337 288 331 227 263],0.5,57.6,10.0
4996,61.2,Orb,86.93,71.83,5,,224.13,Agent,[1323  790  556  767  750],0.2,76.0,10.0
4997,22.8,Orb,95.0,36.77,5,,178.60000000000002,Agent,[1323  790  556  767  750],0.5,60.8,10.0
4998,72.86,No Door,52.47,61.01,5,,178.76,Autoencoder,[249  82 255 232 276],0.2,53.43,10.0
4999,28.29,No Door,54.7,37.29,5,,135.42,Autoencoder,[249  82 255 232 276],0.5,52.43,10.0
5000,59.6,Level Door,55.39,57.42,5,,170.79,Autoencoder,[517 534 398 460 402],0.2,55.8,10.0
5001,12.4,Level Door,54.39,20.2,5,,117.79,Autoencoder,[517 534 398 460 402],0.5,51.0,10.0
5002,52.4,Green Door,52.61,52.5,5,,157.61,Autoencoder,[760 677 698 703 710],0.2,52.6,10.0
5003,31.2,Green Door,53.79,39.49,5,,137.19,Autoencoder,[760 677 698 703 710],0.5,52.2,10.0
5004,67.2,Key Door,57.14,61.76,5,,182.74,Autoencoder,[1051 1034  972  922 1059],0.2,58.4,10.0
5005,22.8,Key Door,61.96,33.33,5,,139.16,Autoencoder,[1051 1034  972  922 1059],0.5,54.4,10.0
5006,71.6,Other Door,61.51,66.17,5,,196.51,Autoencoder,[1178 1111 1136 1299 1277],0.2,63.4,10.0
5007,47.6,Other Door,64.32,54.71,5,,172.51999999999998,Autoencoder,[1178 1111 1136 1299 1277],0.5,60.6,10.0
5008,52.4,Key,55.27,53.8,5,,162.67000000000002,Autoencoder,[227 313 301 223 235],0.2,55.0,10.0
5009,20.8,Key,50.0,29.38,5,,120.8,Autoencoder,[227 313 301 223 235],0.5,50.0,10.0
5010,72.4,Orb,59.34,65.22,5,,193.14000000000001,Autoencoder,[1002  562 1321  582  750],0.2,61.4,10.0
5011,44.8,Orb,67.07,53.72,5,,173.26999999999998,Autoencoder,[1002  562 1321  582  750],0.5,61.4,10.0
5012,54.86,No Door,57.83,56.31,5,,170.12,Classifier,[112  24 243  74 133],0.2,57.43,10.0
5013,23.43,No Door,61.19,33.89,5,,138.91,Classifier,[112  24 243  74 133],0.5,54.29,10.0
5014,89.6,Level Door,73.2,80.57,5,,241.20000000000002,Classifier,[421 479 510 442 550],0.2,78.4,10.0
5015,69.6,Level Door,90.16,78.56,5,,240.76,Classifier,[421 479 510 442 550],0.5,81.0,10.0
5016,71.2,Green Door,62.68,66.67,5,,198.28000000000003,Classifier,[828 835 710 625 756],0.2,64.4,10.0
5017,40.0,Green Door,66.23,49.88,5,,166.03,Classifier,[828 835 710 625 756],0.5,59.8,10.0
5018,58.8,Key Door,69.67,63.78,5,,195.07,Classifier,[1053  898  991  921  891],0.2,66.6,10.0
5019,26.4,Key Door,85.71,40.37,5,,173.10999999999999,Classifier,[1053  898  991  921  891],0.5,61.0,10.0
5020,79.6,Other Door,70.07,74.53,5,,222.47,Classifier,[1243 1293 1156 1110 1247],0.2,72.8,10.0
5021,59.2,Other Door,92.5,72.2,5,,228.89999999999998,Classifier,[1243 1293 1156 1110 1247],0.5,77.2,10.0
