,Recall,Accuracy,Precision,Concept,CPR,NumExp,F1Score,Examples,Encoding,Pattern Complexity,TH,PC
2981,15.6,55.6,78.0,Key Door,149.2,5,26.0,[1032  865 1099  990  972],Internal,,0.5,10.0
2982,50.8,72.4,89.44,Other Door,212.64,5,64.8,[1140 1166 1205 1137 1289],Internal,,0.2,10.0
2983,28.8,63.6,94.74,Other Door,187.14000000000001,5,44.17,[1140 1166 1205 1137 1289],Internal,,0.5,10.0
2984,30.4,55.2,60.32,Key,145.92000000000002,5,40.43,[248 339 803 302 299],Internal,,0.2,10.0
2985,3.6,51.6,90.0,Key,145.2,5,6.92,[248 339 803 302 299],Internal,,0.5,10.0
2986,65.6,77.6,86.32,Orb,229.51999999999998,5,74.55,[1011 1019  153  589  595],Internal,,0.2,10.0
2987,24.4,58.4,76.25,Orb,159.05,5,36.97,[1011 1019  153  589  595],Internal,,0.5,10.0
2988,60.0,75.0,85.71,Level Door,220.70999999999998,5,70.59,[407 569 534 409 390],External,,0.2,10.0
2989,47.2,71.0,90.08,Level Door,208.27999999999997,5,61.94,[407 569 534 409 390],External,,0.5,10.0
2990,50.0,64.8,71.02,Green Door,185.82,5,58.68,[630 769 614 608 801],External,,0.2,10.0
2991,20.0,57.4,79.37,Green Door,156.77,5,31.95,[630 769 614 608 801],External,,0.5,10.0
2992,14.4,52.4,60.0,Key Door,126.80000000000001,5,23.23,[ 991  939  888  961 1043],External,,0.2,10.0
2993,2.0,49.6,41.67,Key Door,93.27000000000001,5,3.82,[ 991  939  888  961 1043],External,,0.5,10.0
2994,14.4,48.2,44.44,Other Door,107.04,5,21.75,[1218 1345 1348 1309 1183],External,,0.2,10.0
2995,4.8,52.0,85.71,Other Door,142.51,5,9.09,[1218 1345 1348 1309 1183],External,,0.5,10.0
2996,24.4,53.6,58.65,Key,136.65,5,34.46,[ 247  318 1067 1066  810],External,,0.2,10.0
2997,8.4,52.4,70.0,Key,130.8,5,15.0,[ 247  318 1067 1066  810],External,,0.5,10.0
2998,13.2,54.6,76.74,Orb,144.54,5,22.53,[ 180 1331 1301  554  787],External,,0.2,10.0
2999,10.0,54.6,92.59,Orb,157.19,5,18.05,[ 180 1331 1301  554  787],External,,0.5,10.0
3000,56.8,74.8,88.75,Level Door,220.35000000000002,5,69.27,[409 375 452 386 506],Ext+Int,,0.2,10.0
3001,42.8,69.8,93.04,Level Door,205.64,5,58.63,[409 375 452 386 506],Ext+Int,,0.5,10.0
3002,52.8,68.4,76.74,Green Door,197.94,5,62.56,[748 824 614 728 717],Ext+Int,,0.2,10.0
3003,25.6,60.8,86.49,Green Door,172.89,5,39.51,[748 824 614 728 717],Ext+Int,,0.5,10.0
3004,31.2,53.4,56.12,Key Door,140.72,5,40.1,[ 881  856  887  941 1060],Ext+Int,,0.2,10.0
3005,6.8,49.6,47.22,Key Door,103.61999999999999,5,11.89,[ 881  856  887  941 1060],Ext+Int,,0.5,10.0
3006,20.4,46.0,41.8,Other Door,108.19999999999999,5,27.42,[1315 1278 1183 1102 1258],Ext+Int,,0.2,10.0
3007,10.8,50.4,51.92,Other Door,113.11999999999999,5,17.88,[1315 1278 1183 1102 1258],Ext+Int,,0.5,10.0
3008,16.4,44.0,36.61,Key,97.00999999999999,5,22.65,[822 209 317 840 204],Ext+Int,,0.2,10.0
3009,4.0,50.2,52.63,Key,106.83000000000001,5,7.43,[822 209 317 840 204],Ext+Int,,0.5,10.0
3010,31.2,57.6,66.1,Orb,154.89999999999998,5,42.39,[ 558 1317  766  186  589],Ext+Int,,0.2,10.0
3011,19.6,56.4,74.24,Orb,150.23999999999998,5,31.01,[ 558 1317  766  186  589],Ext+Int,,0.5,10.0
3012,60.4,76.4,88.82,Level Door,225.62,5,71.9,[371 587 385 456 455],Internal,,0.2,10.0
3013,23.2,61.6,100.0,Level Door,184.79999999999998,5,37.66,[371 587 385 456 455],Internal,,0.5,10.0
3014,52.4,60.0,61.79,Green Door,174.19,5,56.71,[760 665 694 714 781],Internal,,0.2,10.0
3015,21.6,51.2,52.94,Green Door,125.74000000000001,5,30.68,[760 665 694 714 781],Internal,,0.5,10.0
3016,32.4,58.2,66.94,Key Door,157.54,5,43.67,[ 941  904  882 1046  895],Internal,,0.2,10.0
3017,16.8,56.0,77.78,Key Door,150.58,5,27.63,[ 941  904  882 1046  895],Internal,,0.5,10.0
3018,31.2,53.8,56.93,Other Door,141.92999999999998,5,40.31,[1314 1197 1172 1145 1282],Internal,,0.2,10.0
3019,9.2,51.4,58.97,Other Door,119.57000000000001,5,15.92,[1314 1197 1172 1145 1282],Internal,,0.5,10.0
3020,42.4,59.8,65.03,Key,167.23,5,51.33,[1083  287  278  292  238],Internal,,0.2,10.0
3021,16.8,55.0,71.19,Key,142.99,5,27.18,[1083  287  278  292  238],Internal,,0.5,10.0
3022,71.6,80.0,86.06,Orb,237.66,5,78.17,[1036 1345  182  577  756],Internal,,0.2,10.0
3023,29.2,62.4,86.9,Orb,178.5,5,43.71,[1036 1345  182  577  756],Internal,,0.5,10.0
3024,52.8,72.6,87.42,Level Door,212.82,5,65.84,[427 435 515 351 435],External,,0.2,10.0
3025,19.2,59.2,96.0,Level Door,174.39999999999998,5,32.0,[427 435 515 351 435],External,,0.5,10.0
3026,35.2,60.0,69.84,Green Door,165.04000000000002,5,46.81,[653 773 660 800 616],External,,0.2,10.0
3027,22.4,56.8,71.79,Green Door,150.99,5,34.15,[653 773 660 800 616],External,,0.5,10.0
3028,28.8,56.4,64.29,Key Door,149.49,5,39.78,[1001  986 1086 1002  971],External,,0.2,10.0
3029,4.4,51.8,84.62,Key Door,140.82000000000002,5,8.37,[1001  986 1086 1002  971],External,,0.5,10.0
3030,21.2,51.6,54.08,Other Door,126.88000000000001,5,30.46,[1183 1299 1134 1326 1315],External,,0.2,10.0
3031,7.6,51.4,61.29,Other Door,120.28999999999999,5,13.52,[1183 1299 1134 1326 1315],External,,0.5,10.0
3032,18.8,56.4,75.81,Key,151.01000000000002,5,30.13,[1084 1092  303  843  269],External,,0.2,10.0
3033,5.6,52.6,93.33,Key,151.53,5,10.57,[1084 1092  303  843  269],External,,0.5,10.0
3034,21.6,55.8,68.35,Orb,145.75,5,32.83,[1025  598  580 1017  191],External,,0.2,10.0
3035,9.2,54.0,88.46,Orb,151.65999999999997,5,16.67,[1025  598  580 1017  191],External,,0.5,10.0
3036,54.4,71.2,81.93,Level Door,207.53,5,65.39,[415 380 493 532 555],Ext+Int,,0.2,10.0
3037,34.4,65.4,90.53,Level Door,190.33,5,49.86,[415 380 493 532 555],Ext+Int,,0.5,10.0
3038,53.2,64.4,68.56,Green Door,186.16000000000003,5,59.91,[661 605 678 766 692],Ext+Int,,0.2,10.0
3039,28.8,58.6,71.29,Green Door,158.69000000000003,5,41.03,[661 605 678 766 692],Ext+Int,,0.5,10.0
3040,26.0,54.0,59.09,Key Door,139.09,5,36.11,[979 908 986 907 874],Ext+Int,,0.2,10.0
3041,2.8,51.0,77.78,Key Door,131.58,5,5.41,[979 908 986 907 874],Ext+Int,,0.5,10.0
3042,32.8,49.6,49.4,Other Door,131.8,5,39.42,[1159 1107 1186 1199 1149],Ext+Int,,0.2,10.0
3043,12.8,51.8,58.18,Other Door,122.77999999999999,5,20.98,[1159 1107 1186 1199 1149],Ext+Int,,0.5,10.0
3044,17.2,50.0,50.0,Key,117.2,5,25.6,[ 800  817  846 1056  344],Ext+Int,,0.2,10.0
3045,2.4,50.8,75.0,Key,128.2,5,4.65,[ 800  817  846 1056  344],Ext+Int,,0.5,10.0
3046,40.4,61.6,70.14,Orb,172.14000000000001,5,51.27,[1020 1330  799 1340 1025],Ext+Int,,0.2,10.0
3047,23.6,57.2,71.95,Orb,152.75,5,35.54,[1020 1330  799 1340 1025],Ext+Int,,0.5,10.0
3048,56.0,74.0,87.5,Level Door,217.5,5,68.29,[572 541 515 484 399],Internal,,0.2,10.0
3049,10.4,54.8,92.86,Level Door,158.06,5,18.71,[572 541 515 484 399],Internal,,0.5,10.0
3050,62.8,66.6,67.97,Green Door,197.37,5,65.28,[691 644 766 671 735],Internal,,0.2,10.0
3051,44.0,66.2,79.14,Green Door,189.34,5,56.56,[691 644 766 671 735],Internal,,0.5,10.0
3052,34.0,61.0,73.91,Key Door,168.91,5,46.57,[ 976  997 1013  949  916],Internal,,0.2,10.0
3053,1.6,50.6,80.0,Key Door,132.2,5,3.14,[ 976  997 1013  949  916],Internal,,0.5,10.0
3054,55.6,74.4,89.1,Other Door,219.1,5,68.47,[1125 1238 1168 1171 1233],Internal,,0.2,10.0
3055,31.6,64.4,91.86,Other Door,187.85999999999999,5,47.02,[1125 1238 1168 1171 1233],Internal,,0.5,10.0
3056,37.6,61.8,72.87,Key,172.27,5,49.6,[ 806 1090  204  280  336],Internal,,0.2,10.0
3057,11.6,54.2,78.38,Key,144.17999999999998,5,20.21,[ 806 1090  204  280  336],Internal,,0.5,10.0
3058,72.0,76.2,78.6,Orb,226.8,5,75.16,[ 172  758  575 1303  159],Internal,,0.2,10.0
3059,35.2,66.2,92.63,Orb,194.02999999999997,5,51.01,[ 172  758  575 1303  159],Internal,,0.5,10.0
3060,67.2,73.8,77.42,Level Door,218.42000000000002,5,71.95,[531 512 564 472 386],External,,0.2,10.0
3061,15.6,56.2,82.98,Level Door,154.78,5,26.26,[531 512 564 472 386],External,,0.5,10.0
3062,14.8,54.0,68.52,Green Door,137.32,5,24.34,[844 837 691 814 704],External,,0.2,10.0
3063,1.6,50.0,50.0,Green Door,101.6,5,3.1,[844 837 691 814 704],External,,0.5,10.0
3064,16.4,53.6,64.06,Key Door,134.06,5,26.11,[ 895 1065  968 1075  997],External,,0.2,10.0
3065,4.0,50.8,62.5,Key Door,117.3,5,7.52,[ 895 1065  968 1075  997],External,,0.5,10.0
3066,13.6,51.4,55.74,Other Door,120.74,5,21.87,[1309 1259 1157 1266 1212],External,,0.2,10.0
3067,5.6,51.2,63.64,Other Door,120.44,5,10.29,[1309 1259 1157 1266 1212],External,,0.5,10.0
3068,16.4,50.2,50.62,Key,117.22,5,24.77,[ 288  255 1081  272  807],External,,0.2,10.0
3069,1.2,50.2,60.0,Key,111.4,5,2.35,[ 288  255 1081  272  807],External,,0.5,10.0
3070,20.4,55.4,68.0,Orb,143.8,5,31.38,[1303 1033  767 1043  181],External,,0.2,10.0
3071,1.2,50.6,100.0,Orb,151.79999999999998,5,2.37,[1303 1033  767 1043  181],External,,0.5,10.0
3072,58.4,75.4,88.48,Level Door,222.28,5,70.36,[385 456 488 434 397],Ext+Int,,0.2,10.0
3073,45.6,71.8,95.8,Level Door,213.2,5,61.79,[385 456 488 434 397],Ext+Int,,0.5,10.0
3074,42.8,63.4,72.79,Green Door,178.99,5,53.9,[691 743 842 785 668],Ext+Int,,0.2,10.0
3075,17.2,55.0,70.49,Green Door,142.69,5,27.65,[691 743 842 785 668],Ext+Int,,0.5,10.0
3076,24.4,54.0,59.8,Key Door,138.2,5,34.66,[1015  962  978  995 1044],Ext+Int,,0.2,10.0
3077,4.8,50.0,50.0,Key Door,104.8,5,8.76,[1015  962  978  995 1044],Ext+Int,,0.5,10.0
3078,22.8,49.2,48.31,Other Door,120.31,5,30.98,[1316 1256 1112 1182 1337],Ext+Int,,0.2,10.0
3079,5.6,49.8,48.28,Other Door,103.67999999999999,5,10.04,[1316 1256 1112 1182 1337],Ext+Int,,0.5,10.0
3080,10.0,52.8,69.44,Key,132.24,5,17.48,[269 245 844 227 233],Ext+Int,,0.2,10.0
3081,2.4,51.2,100.0,Key,153.6,5,4.69,[269 245 844 227 233],Ext+Int,,0.5,10.0
3082,16.0,51.6,55.56,Orb,123.16,5,24.85,[1026 1021 1020 1017 1339],Ext+Int,,0.2,10.0
3083,5.2,51.2,65.0,Orb,121.4,5,9.63,[1026 1021 1020 1017 1339],Ext+Int,,0.5,10.0
3084,51.6,68.6,78.18,Level Door,198.38,5,62.17,[516 456 580 367 426],Internal,,0.2,10.0
3085,34.8,66.0,92.55,Level Door,193.35000000000002,5,50.58,[516 456 580 367 426],Internal,,0.5,10.0
3086,64.4,62.8,62.4,Green Door,189.6,5,63.38,[617 667 718 637 666],Internal,,0.2,10.0
3087,38.4,61.2,70.59,Green Door,170.19000000000003,5,49.74,[617 667 718 637 666],Internal,,0.5,10.0
3088,36.4,48.4,47.89,Key Door,132.69,5,41.36,[1004  997 1050  874  948],Internal,,0.2,10.0
3089,6.8,50.8,56.67,Key Door,114.27,5,12.14,[1004  997 1050  874  948],Internal,,0.5,10.0
3090,35.6,56.4,60.96,Other Door,152.96,5,44.95,[1169 1270 1304 1257 1307],Internal,,0.2,10.0
3091,3.6,51.0,69.23,Other Door,123.83,5,6.84,[1169 1270 1304 1257 1307],Internal,,0.5,10.0
3092,20.0,56.2,72.46,Key,148.66,5,31.35,[ 800  843  311  219 1098],Internal,,0.2,10.0
3093,6.0,52.2,78.95,Key,137.15,5,11.15,[ 800  843  311  219 1098],Internal,,0.5,10.0
3094,70.8,78.2,83.1,Orb,232.10000000000002,5,76.46,[ 163  583  779 1335  194],Internal,,0.2,10.0
3095,44.0,69.0,88.0,Orb,201.0,5,58.67,[ 163  583  779 1335  194],Internal,,0.5,10.0
3096,62.8,76.0,85.33,Level Door,224.13,5,72.35,[360 464 575 368 564],External,,0.2,10.0
3097,45.2,70.2,90.4,Level Door,205.8,5,60.27,[360 464 575 368 564],External,,0.5,10.0
3098,53.2,64.2,68.21,Green Door,185.61,5,59.78,[709 849 629 796 785],External,,0.2,10.0
3099,18.0,56.0,75.0,Green Door,149.0,5,29.03,[709 849 629 796 785],External,,0.5,10.0
3100,10.8,53.4,72.97,Key Door,137.17000000000002,5,18.82,[ 870  908 1037  855  855],External,,0.2,10.0
3101,2.0,50.4,62.5,Key Door,114.9,5,3.88,[ 870  908 1037  855  855],External,,0.5,10.0
3102,8.8,47.2,37.93,Other Door,93.92999999999999,5,14.29,[1346 1158 1322 1348 1312],External,,0.2,10.0
3103,2.4,50.2,54.55,Other Door,107.15,5,4.6,[1346 1158 1322 1348 1312],External,,0.5,10.0
3104,11.2,51.2,56.0,Key,118.4,5,18.67,[ 216  270  338  252 1068],External,,0.2,10.0
3105,1.6,50.8,100.0,Key,152.4,5,3.15,[ 216  270  338  252 1068],External,,0.5,10.0
3106,22.8,55.0,64.04,Orb,141.84,5,33.63,[ 185 1019 1042  792  792],External,,0.2,10.0
3107,4.0,52.0,100.0,Orb,156.0,5,7.69,[ 185 1019 1042  792  792],External,,0.5,10.0
3108,66.0,74.6,79.71,Level Door,220.31,5,72.21,[547 366 476 364 435],Ext+Int,,0.2,10.0
3109,38.0,67.6,93.14,Level Door,198.74,5,53.98,[547 366 476 364 435],Ext+Int,,0.5,10.0
3110,38.8,58.2,63.4,Green Door,160.39999999999998,5,48.14,[839 645 722 699 775],Ext+Int,,0.2,10.0
3111,20.8,55.4,67.53,Green Door,143.73000000000002,5,31.8,[839 645 722 699 775],Ext+Int,,0.5,10.0
3112,28.4,52.8,55.47,Key Door,136.67,5,37.57,[1003  911  987  868 1083],Ext+Int,,0.2,10.0
3113,12.4,51.0,54.39,Key Door,117.79,5,20.2,[1003  911  987  868 1083],Ext+Int,,0.5,10.0
3114,22.0,47.6,45.08,Other Door,114.68,5,29.57,[1241 1140 1113 1270 1282],Ext+Int,,0.2,10.0
3115,8.0,50.4,52.63,Other Door,111.03,5,13.89,[1241 1140 1113 1270 1282],Ext+Int,,0.5,10.0
3116,16.0,53.2,62.5,Key,131.7,5,25.48,[ 331 1086  257  823  230],Ext+Int,,0.2,10.0
3117,1.2,50.2,60.0,Key,111.4,5,2.35,[ 331 1086  257  823  230],Ext+Int,,0.5,10.0
3118,32.0,59.4,70.8,Orb,162.2,5,44.08,[1014  175 1306  187  195],Ext+Int,,0.2,10.0
3119,4.8,52.0,85.71,Orb,142.51,5,9.09,[1014  175 1306  187  195],Ext+Int,,0.5,10.0
3120,66.4,69.2,70.34,Level Door,205.94000000000003,5,68.31,[524 480 374 448 583],Internal,,0.2,10.0
3121,44.4,69.6,89.52,Level Door,203.52,5,59.36,[524 480 374 448 583],Internal,,0.5,10.0
3122,73.6,64.8,62.59,Green Door,200.99,5,67.65,[771 841 825 743 704],Internal,,0.2,10.0
3123,35.6,63.8,81.65,Green Door,181.04999999999998,5,49.58,[771 841 825 743 704],Internal,,0.5,10.0
3124,9.6,47.0,38.1,Key Door,94.69999999999999,5,15.34,[1006 1065 1035 1013 1067],Internal,,0.2,10.0
3125,4.8,48.6,38.71,Key Door,92.11,5,8.54,[1006 1065 1035 1013 1067],Internal,,0.5,10.0
3126,63.2,71.8,76.33,Other Door,211.32999999999998,5,69.15,[1121 1173 1226 1233 1208],Internal,,0.2,10.0
3127,20.4,59.0,89.47,Other Door,168.87,5,33.22,[1121 1173 1226 1233 1208],Internal,,0.5,10.0
3128,37.2,54.8,57.41,Key,149.41,5,45.15,[1082  838  266 1072  244],Internal,,0.2,10.0
3129,16.8,56.2,79.25,Key,152.25,5,27.72,[1082  838  266 1072  244],Internal,,0.5,10.0
3130,49.6,65.8,73.37,Orb,188.77,5,59.19,[1341  165  759 1338  564],Internal,,0.2,10.0
3131,20.8,57.8,80.0,Orb,158.60000000000002,5,33.02,[1341  165  759 1338  564],Internal,,0.5,10.0
3132,27.2,62.4,91.89,Level Door,181.48999999999998,5,41.98,[378 595 352 393 406],External,,0.2,10.0
3133,12.0,56.0,100.0,Level Door,168.0,5,21.43,[378 595 352 393 406],External,,0.5,10.0
3134,48.4,68.0,79.61,Green Door,196.01000000000002,5,60.2,[701 830 786 700 790],External,,0.2,10.0
3135,7.2,53.4,94.74,Green Door,155.33999999999997,5,13.38,[701 830 786 700 790],External,,0.5,10.0
3136,9.6,52.2,64.86,Key Door,126.66,5,16.72,[ 940 1039 1071 1056  943],External,,0.2,10.0
3137,1.2,50.4,75.0,Key Door,126.60000000000001,5,2.36,[ 940 1039 1071 1056  943],External,,0.5,10.0
3138,19.6,53.6,61.25,Other Door,134.45,5,29.7,[1124 1280 1145 1252 1225],External,,0.2,10.0
3139,7.2,51.2,60.0,Other Door,118.4,5,12.86,[1124 1280 1145 1252 1225],External,,0.5,10.0
3140,24.4,56.0,66.3,Key,146.7,5,35.67,[ 312 1075  232  332  273],External,,0.2,10.0
3141,11.2,53.2,70.0,Key,134.4,5,19.31,[ 312 1075  232  332  273],External,,0.5,10.0
3142,10.0,53.4,75.76,Orb,139.16,5,17.67,[ 182 1334  760 1330 1345],External,,0.2,10.0
3143,4.4,52.2,100.0,Orb,156.6,5,8.43,[ 182 1334  760 1330 1345],External,,0.5,10.0
3144,58.8,76.0,89.63,Level Door,224.43,5,71.01,[488 566 358 443 504],Ext+Int,,0.2,10.0
3145,42.4,68.6,89.08,Level Door,200.08,5,57.45,[488 566 358 443 504],Ext+Int,,0.5,10.0
3146,66.4,71.2,73.45,Green Door,211.05,5,69.75,[758 693 650 748 686],Ext+Int,,0.2,10.0
3147,30.0,62.4,85.23,Green Door,177.63,5,44.38,[758 693 650 748 686],Ext+Int,,0.5,10.0
3148,27.2,52.4,54.84,Key Door,134.44,5,36.36,[ 851  959 1096 1067  893],Ext+Int,,0.2,10.0
3149,6.4,51.6,66.67,Key Door,124.67000000000002,5,11.68,[ 851  959 1096 1067  893],Ext+Int,,0.5,10.0
3150,6.0,46.8,32.61,Other Door,85.41,5,10.14,[1232 1134 1341 1186 1137],Ext+Int,,0.2,10.0
3151,0.8,50.2,66.67,Other Door,117.67,5,1.58,[1232 1134 1341 1186 1137],Ext+Int,,0.5,10.0
3152,7.2,53.6,100.0,Key,160.79999999999998,5,13.43,[278 820 310 278 843],Ext+Int,,0.2,10.0
3153,0.4,50.2,100.0,Key,150.6,5,0.8,[278 820 310 278 843],Ext+Int,,0.5,10.0
3154,32.0,59.6,71.43,Orb,163.03,5,44.2,[1038 1016  554 1331 1014],Ext+Int,,0.2,10.0
3155,10.8,54.8,90.0,Orb,155.60000000000002,5,19.29,[1038 1016  554 1331 1014],Ext+Int,,0.5,10.0
3156,72.8,70.4,69.47,Level Door,212.67000000000002,5,71.1,[475 479 561 367 360],Internal,,0.2,10.0
3157,42.0,68.0,87.5,Level Door,197.5,5,56.76,[475 479 561 367 360],Internal,,0.5,10.0
3158,59.6,65.4,67.42,Green Door,192.42,5,63.27,[730 689 821 643 602],Internal,,0.2,10.0
3159,27.6,63.0,94.52,Green Door,185.11999999999998,5,42.72,[730 689 821 643 602],Internal,,0.5,10.0
3160,38.4,58.8,64.86,Key Door,162.06,5,48.24,[ 952  913  951  990 1061],Internal,,0.2,10.0
3161,13.6,54.4,73.91,Key Door,141.91,5,22.97,[ 952  913  951  990 1061],Internal,,0.5,10.0
3162,51.2,73.6,92.75,Other Door,217.55,5,65.98,[1122 1170 1291 1199 1107],Internal,,0.2,10.0
3163,35.6,67.4,97.8,Other Door,200.79999999999998,5,52.2,[1122 1170 1291 1199 1107],Internal,,0.5,10.0
3164,36.0,48.0,47.37,Key,131.37,5,40.91,[1078  324 1084  288  289],Internal,,0.2,10.0
3165,16.8,53.6,63.64,Key,134.04000000000002,5,26.58,[1078  324 1084  288  289],Internal,,0.5,10.0
3166,55.6,71.6,81.76,Orb,208.96,5,66.19,[ 175  792  790 1040  169],Internal,,0.2,10.0
3167,20.4,58.8,87.93,Orb,167.13000000000002,5,33.12,[ 175  792  790 1040  169],Internal,,0.5,10.0
3168,63.2,72.2,77.07,Level Door,212.46999999999997,5,69.45,[474 490 529 484 400],External,,0.2,10.0
3169,35.6,65.0,86.41,Level Door,187.01,5,50.43,[474 490 529 484 400],External,,0.5,10.0
3170,38.4,58.0,63.16,Green Door,159.56,5,47.76,[639 755 706 700 631],External,,0.2,10.0
3171,11.6,52.6,64.44,Green Door,128.64,5,19.66,[639 755 706 700 631],External,,0.5,10.0
3172,8.4,51.6,61.76,Key Door,121.76,5,14.79,[ 868  913  910  905 1018],External,,0.2,10.0
3173,0.8,50.4,100.0,Key Door,151.20000000000002,5,1.59,[ 868  913  910  905 1018],External,,0.5,10.0
3174,27.2,61.8,88.31,Other Door,177.31,5,41.59,[1251 1241 1250 1342 1219],External,,0.2,10.0
3175,6.0,53.0,100.0,Other Door,159.0,5,11.32,[1251 1241 1250 1342 1219],External,,0.5,10.0
3176,5.2,51.4,68.42,Key,125.02,5,9.67,[ 307  847  222 1072  813],External,,0.2,10.0
3177,0.8,50.4,100.0,Key,151.20000000000002,5,1.59,[ 307  847  222 1072  813],External,,0.5,10.0
3178,32.4,58.6,68.07,Orb,159.07,5,43.9,[ 163 1017  786  785  797],External,,0.2,10.0
3179,8.4,52.4,70.0,Orb,130.8,5,15.0,[ 163 1017  786  785  797],External,,0.5,10.0
3180,66.4,75.0,80.19,Level Door,221.59,5,72.65,[366 354 482 385 543],Ext+Int,,0.2,10.0
3181,42.8,69.8,93.04,Level Door,205.64,5,58.63,[366 354 482 385 543],Ext+Int,,0.5,10.0
3182,55.6,68.4,74.73,Green Door,198.73,5,63.76,[768 659 788 728 641],Ext+Int,,0.2,10.0
3183,25.6,60.2,83.12,Green Door,168.92,5,39.14,[768 659 788 728 641],Ext+Int,,0.5,10.0
3184,15.2,54.6,71.7,Key Door,141.5,5,25.08,[ 942 1013  968  855 1042],Ext+Int,,0.2,10.0
3185,0.0,50.0,0.0,Key Door,0.0,5,0.0,[ 942 1013  968  855 1042],Ext+Int,,0.5,10.0
3186,28.0,54.6,59.83,Other Door,142.43,5,38.15,[1339 1151 1175 1320 1212],Ext+Int,,0.2,10.0
3187,3.2,50.6,61.54,Other Door,115.34,5,6.08,[1339 1151 1175 1320 1212],Ext+Int,,0.5,10.0
3188,8.8,50.6,53.66,Key,113.05999999999999,5,15.12,[ 230  282  215  275 1073],Ext+Int,,0.2,10.0
3189,4.4,50.8,61.11,Key,116.31,5,8.21,[ 230  282  215  275 1073],Ext+Int,,0.5,10.0
3190,50.0,63.8,69.06,Orb,182.86,5,58.0,[ 594  787 1342 1005  781],Ext+Int,,0.2,10.0
3191,31.2,58.8,69.64,Orb,159.64,5,43.09,[ 594  787 1342 1005  781],Ext+Int,,0.5,10.0
3192,76.8,82.6,86.88,Level Door,246.27999999999997,5,81.53,[398 390 387 374 583],Internal,,0.2,10.0
3193,36.8,67.6,95.83,Level Door,200.23000000000002,5,53.18,[398 390 387 374 583],Internal,,0.5,10.0
3194,61.2,68.6,71.83,Green Door,201.63,5,66.09,[781 836 765 697 835],Internal,,0.2,10.0
3195,34.0,64.2,85.86,Green Door,184.06,5,48.71,[781 836 765 697 835],Internal,,0.5,10.0
3196,34.8,62.2,76.99,Key Door,173.99,5,47.93,[ 859  955 1094 1054 1081],Internal,,0.2,10.0
3197,14.8,56.6,90.24,Key Door,161.64000000000001,5,25.43,[ 859  955 1094 1054 1081],Internal,,0.5,10.0
3198,64.8,66.6,67.22,Other Door,198.62,5,65.99,[1187 1304 1256 1206 1246],Internal,,0.2,10.0
3199,26.0,61.6,90.28,Other Door,177.88,5,40.37,[1187 1304 1256 1206 1246],Internal,,0.5,10.0
3200,49.6,60.6,63.59,Key,173.79,5,55.73,[303 233 209 342 221],Internal,,0.2,10.0
3201,16.8,56.0,77.78,Key,150.58,5,27.63,[303 233 209 342 221],Internal,,0.5,10.0
3202,69.2,75.4,79.0,Orb,223.60000000000002,5,73.78,[162 181 590 558 582],Internal,,0.2,10.0
3203,35.2,63.0,79.28,Orb,177.48000000000002,5,48.75,[162 181 590 558 582],Internal,,0.5,10.0
3204,66.4,77.4,85.13,Level Door,228.93,5,74.61,[369 394 590 589 572],External,,0.2,10.0
3205,48.4,71.6,90.3,Level Door,210.29999999999998,5,63.02,[369 394 590 589 572],External,,0.5,10.0
3206,36.8,61.4,72.44,Green Door,170.64,5,48.81,[842 691 830 828 845],External,,0.2,10.0
3207,23.6,57.8,74.68,Green Door,156.08,5,35.87,[842 691 830 828 845],External,,0.5,10.0
3208,18.8,53.8,62.67,Key Door,135.27,5,28.92,[ 941  868 1089 1074 1075],External,,0.2,10.0
3209,6.4,50.8,57.14,Key Door,114.34,5,11.51,[ 941  868 1089 1074 1075],External,,0.5,10.0
3210,36.0,64.2,82.57,Other Door,182.76999999999998,5,50.14,[1103 1185 1258 1191 1129],External,,0.2,10.0
3211,11.2,55.6,100.0,Other Door,166.79999999999998,5,20.14,[1103 1185 1258 1191 1129],External,,0.5,10.0
3212,12.0,50.8,53.57,Key,116.37,5,19.61,[228 830 222 326 822],External,,0.2,10.0
3213,2.0,50.0,50.0,Key,102.0,5,3.85,[228 830 222 326 822],External,,0.5,10.0
3214,33.6,59.0,68.29,Orb,160.89000000000001,5,45.04,[1022  184  155  560 1336],External,,0.2,10.0
3215,0.8,50.2,66.67,Orb,117.67,5,1.58,[1022  184  155  560 1336],External,,0.5,10.0
3216,60.4,74.4,83.89,Level Door,218.69000000000003,5,70.23,[482 539 350 358 489],Ext+Int,,0.2,10.0
3217,36.0,67.4,96.77,Level Door,200.17000000000002,5,52.48,[482 539 350 358 489],Ext+Int,,0.5,10.0
3218,44.4,62.2,68.94,Green Door,175.54,5,54.01,[723 748 760 658 732],Ext+Int,,0.2,10.0
3219,17.6,55.0,69.84,Green Door,142.44,5,28.11,[723 748 760 658 732],Ext+Int,,0.5,10.0
3220,16.0,52.8,60.61,Key Door,129.41,5,25.32,[ 961  927 1083  873  879],Ext+Int,,0.2,10.0
3221,7.6,51.2,59.38,Key Door,118.18,5,13.48,[ 961  927 1083  873  879],Ext+Int,,0.5,10.0
3222,31.6,56.8,63.71,Other Door,152.10999999999999,5,42.25,[1117 1151 1323 1297 1274],Ext+Int,,0.2,10.0
3223,4.8,52.0,85.71,Other Door,142.51,5,9.09,[1117 1151 1323 1297 1274],Ext+Int,,0.5,10.0
