,Recall,Accuracy,Precision,Concept,CPR,NumExp,F1Score,Examples,Encoding,Pattern Complexity,TH,PC
341,2.4,50.8,75.0,Key Door,128.2,5,4.65,[ 983  941 1092  955  941],Ext+Int,,0.5,10.0
342,23.2,57.6,74.36,Other Door,155.16,5,35.37,[1257 1345 1284 1294 1147],Ext+Int,,0.2,10.0
343,2.0,50.6,71.43,Other Door,124.03,5,3.89,[1257 1345 1284 1294 1147],Ext+Int,,0.5,10.0
344,10.8,44.6,33.33,Key,88.73,5,16.31,[809 345 836 238 844],Ext+Int,,0.2,10.0
345,4.8,48.6,38.71,Key,92.11,5,8.54,[809 345 836 238 844],Ext+Int,,0.5,10.0
346,40.4,57.4,61.21,Orb,159.01,5,48.67,[1319 1011 1013 1316  590],Ext+Int,,0.2,10.0
347,1.2,50.2,60.0,Orb,111.4,5,2.35,[1319 1011 1013 1316  590],Ext+Int,,0.5,10.0
348,83.6,83.4,83.27,Level Door,250.27,5,83.43,[494 388 597 541 442],Internal,,0.2,10.0
349,37.2,66.8,91.18,Level Door,195.18,5,52.84,[494 388 597 541 442],Internal,,0.5,10.0
350,52.8,63.6,67.35,Green Door,183.75,5,59.19,[611 671 716 789 724],Internal,,0.2,10.0
351,39.6,63.8,76.74,Green Door,180.14,5,52.24,[611 671 716 789 724],Internal,,0.5,10.0
352,32.0,59.2,70.18,Key Door,161.38,5,43.96,[ 865  972  912  983 1060],Internal,,0.2,10.0
353,13.2,54.8,78.57,Key Door,146.57,5,22.6,[ 865  972  912  983 1060],Internal,,0.5,10.0
354,57.6,75.2,88.89,Other Door,221.69,5,69.9,[1133 1179 1194 1161 1260],Internal,,0.2,10.0
355,31.6,65.0,95.18,Other Door,191.78,5,47.45,[1133 1179 1194 1161 1260],Internal,,0.5,10.0
356,34.8,52.2,53.37,Key,140.37,5,42.13,[1090  813  201  319  827],Internal,,0.2,10.0
357,7.2,49.8,48.65,Key,105.64999999999999,5,12.54,[1090  813  201  319  827],Internal,,0.5,10.0
358,67.6,74.4,78.24,Orb,220.23999999999998,5,72.53,[ 589 1340 1329 1023 1049],Internal,,0.2,10.0
359,32.4,62.0,79.41,Orb,173.81,5,46.02,[ 589 1340 1329 1023 1049],Internal,,0.5,10.0
360,64.8,77.8,87.57,Level Door,230.17000000000002,5,74.48,[495 514 543 384 474],External,,0.2,10.0
361,46.4,72.0,95.08,Level Door,213.48,5,62.37,[495 514 543 384 474],External,,0.5,10.0
362,24.0,59.0,80.0,Green Door,163.0,5,36.92,[711 711 821 791 714],External,,0.2,10.0
363,4.4,51.8,84.62,Green Door,140.82000000000002,5,8.37,[711 711 821 791 714],External,,0.5,10.0
364,13.2,53.8,70.21,Key Door,137.20999999999998,5,22.22,[1047  892  884 1062 1045],External,,0.2,10.0
365,3.2,51.2,80.0,Key Door,134.39999999999998,5,6.15,[1047  892  884 1062 1045],External,,0.5,10.0
366,27.6,62.4,90.79,Other Door,180.79,5,42.33,[1200 1309 1295 1116 1178],External,,0.2,10.0
367,7.2,53.6,100.0,Other Door,160.79999999999998,5,13.43,[1200 1309 1295 1116 1178],External,,0.5,10.0
368,16.4,53.6,64.06,Key,134.06,5,26.11,[ 299 1057  283 1054 1088],External,,0.2,10.0
369,7.6,51.2,59.38,Key,118.18,5,13.48,[ 299 1057  283 1054 1088],External,,0.5,10.0
370,26.4,52.2,54.55,Orb,133.15,5,35.58,[1306 1333 1300 1042  771],External,,0.2,10.0
371,1.2,50.4,75.0,Orb,126.60000000000001,5,2.36,[1306 1333 1300 1042  771],External,,0.5,10.0
372,49.6,72.0,89.86,Level Door,211.46,5,63.92,[569 477 500 370 540],Ext+Int,,0.2,10.0
373,3.2,51.6,100.0,Level Door,154.79999999999998,5,6.2,[569 477 500 370 540],Ext+Int,,0.5,10.0
374,40.8,63.2,73.91,Green Door,177.91000000000003,5,52.58,[661 802 713 675 792],Ext+Int,,0.2,10.0
375,16.4,55.0,71.93,Green Door,143.33,5,26.71,[661 802 713 675 792],Ext+Int,,0.5,10.0
376,16.8,55.0,71.19,Key Door,142.99,5,27.18,[1081  918  949  993  931],Ext+Int,,0.2,10.0
377,3.2,51.6,100.0,Key Door,154.79999999999998,5,6.2,[1081  918  949  993  931],Ext+Int,,0.5,10.0
378,26.8,52.6,55.37,Other Door,134.77,5,36.12,[1102 1169 1133 1349 1126],Ext+Int,,0.2,10.0
379,0.8,50.0,50.0,Other Door,100.8,5,1.57,[1102 1169 1133 1349 1126],Ext+Int,,0.5,10.0
380,10.4,50.8,54.17,Key,115.37,5,17.45,[ 296 1087 1074  291  828],Ext+Int,,0.2,10.0
381,7.6,51.8,65.52,Key,124.91999999999999,5,13.62,[ 296 1087 1074  291  828],Ext+Int,,0.5,10.0
382,36.4,58.2,64.54,Orb,159.14000000000001,5,46.55,[1322  555  773 1024  555],Ext+Int,,0.2,10.0
383,9.6,52.8,70.59,Orb,132.99,5,16.9,[1322  555  773 1024  555],Ext+Int,,0.5,10.0
384,47.6,68.8,82.64,Level Door,199.04,5,60.41,[539 378 524 572 384],Internal,,0.2,10.0
385,33.6,64.0,85.71,Level Door,183.30999999999997,5,48.28,[539 378 524 572 384],Internal,,0.5,10.0
386,54.8,57.8,58.3,Green Door,170.89999999999998,5,56.5,[817 692 689 778 829],Internal,,0.2,10.0
387,7.6,51.2,59.38,Green Door,118.18,5,13.48,[817 692 689 778 829],Internal,,0.5,10.0
388,20.4,47.0,43.59,Key Door,110.99000000000001,5,27.79,[ 969  970 1028  885  891],Internal,,0.2,10.0
389,4.8,50.6,57.14,Key Door,112.54,5,8.86,[ 969  970 1028  885  891],Internal,,0.5,10.0
390,14.4,46.0,39.13,Other Door,99.53,5,21.05,[1101 1330 1252 1272 1320],Internal,,0.2,10.0
391,3.2,49.4,42.11,Other Door,94.71,5,5.95,[1101 1330 1252 1272 1320],Internal,,0.5,10.0
392,44.4,55.6,57.22,Key,157.22,5,50.0,[ 300  227  238 1052  816],Internal,,0.2,10.0
393,21.6,56.6,72.0,Key,150.2,5,33.23,[ 300  227  238 1052  816],Internal,,0.5,10.0
394,59.2,65.0,66.97,Orb,191.17000000000002,5,62.85,[ 791  196 1339  168  165],Internal,,0.2,10.0
395,24.4,58.6,77.22,Orb,160.22,5,37.08,[ 791  196 1339  168  165],Internal,,0.5,10.0
396,30.8,62.8,85.56,Level Door,179.16000000000003,5,45.29,[389 472 566 422 561],External,,0.2,10.0
397,6.8,53.4,100.0,Level Door,160.20000000000002,5,12.73,[389 472 566 422 561],External,,0.5,10.0
398,46.4,63.6,70.73,Green Door,180.73000000000002,5,56.04,[786 825 653 626 690],External,,0.2,10.0
399,19.6,56.4,74.24,Green Door,150.23999999999998,5,31.01,[786 825 653 626 690],External,,0.5,10.0
400,19.2,57.6,82.76,Key Door,159.56,5,31.17,[ 986  877  913  922 1080],External,,0.2,10.0
401,4.8,52.2,92.31,Key Door,149.31,5,9.13,[ 986  877  913  922 1080],External,,0.5,10.0
402,14.0,53.6,67.31,Other Door,134.91,5,23.18,[1150 1302 1265 1181 1200],External,,0.2,10.0
403,2.0,50.4,62.5,Other Door,114.9,5,3.88,[1150 1302 1265 1181 1200],External,,0.5,10.0
404,21.2,55.4,67.09,Key,143.69,5,32.22,[ 276  838  348  327 1074],External,,0.2,10.0
405,9.2,52.8,71.88,Key,133.88,5,16.31,[ 276  838  348  327 1074],External,,0.5,10.0
406,30.4,61.0,78.35,Orb,169.75,5,43.8,[ 172  189  195 1040  595],External,,0.2,10.0
407,12.4,56.0,96.88,Orb,165.28,5,21.99,[ 172  189  195 1040  595],External,,0.5,10.0
408,64.8,75.0,81.41,Level Door,221.20999999999998,5,72.16,[435 385 545 366 582],Ext+Int,,0.2,10.0
409,47.6,72.0,92.97,Level Door,212.57,5,62.96,[435 385 545 366 582],Ext+Int,,0.5,10.0
410,30.0,54.4,58.59,Green Door,142.99,5,39.68,[822 812 808 683 800],Ext+Int,,0.2,10.0
411,0.0,50.0,0.0,Green Door,0.0,5,0.0,[822 812 808 683 800],Ext+Int,,0.5,10.0
412,11.6,52.2,61.7,Key Door,125.5,5,19.53,[ 992 1041 1016 1017  941],Ext+Int,,0.2,10.0
413,0.8,50.0,50.0,Key Door,100.8,5,1.57,[ 992 1041 1016 1017  941],Ext+Int,,0.5,10.0
414,29.6,58.2,69.16,Other Door,156.96,5,41.46,[1231 1193 1223 1169 1168],Ext+Int,,0.2,10.0
415,11.2,54.6,84.85,Other Door,150.64999999999998,5,19.79,[1231 1193 1223 1169 1168],Ext+Int,,0.5,10.0
416,20.4,56.8,75.0,Key,152.20000000000002,5,32.08,[ 807  210 1091  214  245],Ext+Int,,0.2,10.0
417,6.0,52.6,88.24,Key,146.84,5,11.24,[ 807  210 1091  214  245],Ext+Int,,0.5,10.0
418,33.2,58.2,66.4,Orb,157.8,5,44.27,[ 756  185  154 1041  185],Ext+Int,,0.2,10.0
419,8.4,52.8,75.0,Orb,136.2,5,15.11,[ 756  185  154 1041  185],Ext+Int,,0.5,10.0
420,79.2,83.2,86.09,Level Door,248.49,5,82.5,[556 394 468 455 526],Internal,,0.2,10.0
421,31.2,64.0,90.7,Level Door,185.89999999999998,5,46.43,[556 394 468 455 526],Internal,,0.5,10.0
422,68.0,62.0,60.71,Green Door,190.71,5,64.15,[846 819 699 653 685],Internal,,0.2,10.0
423,36.8,65.2,85.19,Green Door,187.19,5,51.4,[846 819 699 653 685],Internal,,0.5,10.0
424,37.2,53.6,55.36,Key Door,146.16000000000003,5,44.5,[ 850  923 1096  963  864],Internal,,0.2,10.0
425,12.8,53.2,66.67,Key Door,132.67000000000002,5,21.48,[ 850  923 1096  963  864],Internal,,0.5,10.0
426,28.4,50.4,50.71,Other Door,129.51,5,36.41,[1344 1240 1223 1250 1152],Internal,,0.2,10.0
427,14.8,53.0,62.71,Other Door,130.51000000000002,5,23.95,[1344 1240 1223 1250 1152],Internal,,0.5,10.0
428,32.8,57.6,65.08,Key,155.48000000000002,5,43.62,[ 291 1073  322  278  843],Internal,,0.2,10.0
429,8.4,53.0,77.78,Key,139.18,5,15.16,[ 291 1073  322  278  843],Internal,,0.5,10.0
430,63.6,75.0,82.38,Orb,220.98,5,71.78,[794 190 776 565 761],Internal,,0.2,10.0
431,34.8,64.8,87.0,Orb,186.60000000000002,5,49.71,[794 190 776 565 761],Internal,,0.5,10.0
432,60.8,73.8,82.16,Level Door,216.76,5,69.88,[396 392 514 446 369],External,,0.2,10.0
433,41.6,68.2,88.89,Level Door,198.69,5,56.68,[396 392 514 446 369],External,,0.5,10.0
434,46.4,62.8,69.05,Green Door,178.25,5,55.5,[829 728 757 760 715],External,,0.2,10.0
435,16.0,55.6,76.92,Green Door,148.52,5,26.49,[829 728 757 760 715],External,,0.5,10.0
436,22.8,56.0,67.86,Key Door,146.66,5,34.13,[1084  902  975 1080  891],External,,0.2,10.0
437,8.0,52.6,74.07,Key Door,134.67,5,14.44,[1084  902  975 1080  891],External,,0.5,10.0
438,25.6,60.0,82.05,Other Door,167.65,5,39.02,[1106 1127 1119 1314 1213],External,,0.2,10.0
439,4.0,52.0,100.0,Other Door,156.0,5,7.69,[1106 1127 1119 1314 1213],External,,0.5,10.0
440,19.6,55.4,69.01,Key,144.01,5,30.53,[230 810 260 244 832],External,,0.2,10.0
441,14.8,53.8,67.27,Key,135.87,5,24.26,[230 810 260 244 832],External,,0.5,10.0
442,29.2,56.6,64.6,Orb,150.39999999999998,5,40.22,[ 194  156 1034  761 1035],External,,0.2,10.0
443,7.6,52.0,67.86,Orb,127.46,5,13.67,[ 194  156 1034  761 1035],External,,0.5,10.0
444,66.4,74.8,79.81,Level Door,221.01000000000002,5,72.49,[406 484 591 357 489],Ext+Int,,0.2,10.0
445,24.0,59.0,80.0,Level Door,163.0,5,36.92,[406 484 591 357 489],Ext+Int,,0.5,10.0
446,46.4,66.8,78.38,Green Door,191.58,5,58.29,[673 686 848 750 663],Ext+Int,,0.2,10.0
447,13.6,55.6,85.0,Green Door,154.2,5,23.45,[673 686 848 750 663],Ext+Int,,0.5,10.0
448,8.8,53.4,81.48,Key Door,143.68,5,15.88,[ 997 1047  967 1020  908],Ext+Int,,0.2,10.0
449,0.0,50.0,0.0,Key Door,0.0,5,0.0,[ 997 1047  967 1020  908],Ext+Int,,0.5,10.0
450,34.0,57.2,63.43,Other Door,154.63,5,44.27,[1322 1294 1294 1115 1274],Ext+Int,,0.2,10.0
451,4.4,51.2,68.75,Other Door,124.35000000000001,5,8.27,[1322 1294 1294 1115 1274],Ext+Int,,0.5,10.0
452,1.6,48.6,26.67,Key,76.87,5,3.02,[1052  256 1063  283  248],Ext+Int,,0.2,10.0
453,0.8,50.0,50.0,Key,100.8,5,1.57,[1052  256 1063  283  248],Ext+Int,,0.5,10.0
454,59.6,65.6,67.73,Orb,192.92999999999998,5,63.41,[ 753  786  591 1007 1026],Ext+Int,,0.2,10.0
455,22.8,58.6,80.28,Orb,161.68,5,35.51,[ 753  786  591 1007 1026],Ext+Int,,0.5,10.0
456,58.0,71.0,78.38,Level Door,207.38,5,66.67,[377 520 518 392 453],Internal,,0.2,10.0
457,38.8,67.2,89.81,Level Door,195.81,5,54.19,[377 520 518 392 453],Internal,,0.5,10.0
458,66.8,61.8,60.73,Green Door,189.32999999999998,5,63.62,[665 611 671 763 822],Internal,,0.2,10.0
459,42.4,64.8,76.81,Green Door,184.01000000000002,5,54.64,[665 611 671 763 822],Internal,,0.5,10.0
460,19.2,54.0,63.16,Key Door,136.35999999999999,5,29.45,[ 942  927  918 1003 1018],Internal,,0.2,10.0
461,5.2,51.8,76.47,Key Door,133.46999999999997,5,9.74,[ 942  927  918 1003 1018],Internal,,0.5,10.0
462,55.6,63.6,66.19,Other Door,185.39,5,60.43,[1218 1347 1242 1121 1134],Internal,,0.2,10.0
463,20.8,59.6,92.86,Other Door,173.26000000000002,5,33.99,[1218 1347 1242 1121 1134],Internal,,0.5,10.0
464,33.2,52.2,53.55,Key,138.95,5,40.99,[330 842 804 227 825],Internal,,0.2,10.0
465,9.6,47.8,40.68,Key,98.07999999999998,5,15.53,[330 842 804 227 825],Internal,,0.5,10.0
466,64.0,69.6,72.07,Orb,205.67,5,67.8,[1011  151 1022  787  557],Internal,,0.2,10.0
467,30.8,60.4,75.49,Orb,166.69,5,43.75,[1011  151 1022  787  557],Internal,,0.5,10.0
468,44.0,68.0,84.62,Level Door,196.62,5,57.9,[444 599 453 475 453],External,,0.2,10.0
469,26.0,62.8,98.48,Level Door,187.28,5,41.14,[444 599 453 475 453],External,,0.5,10.0
470,49.2,63.0,67.96,Green Door,180.15999999999997,5,57.08,[690 717 755 743 603],External,,0.2,10.0
471,31.2,60.2,74.29,Green Door,165.69,5,43.94,[690 717 755 743 603],External,,0.5,10.0
472,8.8,53.4,81.48,Key Door,143.68,5,15.88,[1003  913  944  911  850],External,,0.2,10.0
473,2.8,51.2,87.5,Key Door,141.5,5,5.43,[1003  913  944  911  850],External,,0.5,10.0
474,20.8,50.8,52.0,Other Door,123.6,5,29.71,[1226 1217 1189 1310 1333],External,,0.2,10.0
475,6.4,52.0,72.73,Other Door,131.13,5,11.76,[1226 1217 1189 1310 1333],External,,0.5,10.0
476,4.4,49.8,47.83,Key,102.03,5,8.06,[ 313 1079 1079  265  272],External,,0.2,10.0
477,0.4,50.2,100.0,Key,150.6,5,0.8,[ 313 1079 1079  265  272],External,,0.5,10.0
478,36.8,60.8,70.77,Orb,168.37,5,48.42,[ 770  769  164 1318  173],External,,0.2,10.0
479,15.6,53.0,61.9,Orb,130.5,5,24.92,[ 770  769  164 1318  173],External,,0.5,10.0
480,18.0,54.0,64.29,Level Door,136.29000000000002,5,28.13,[500 591 576 394 412],Ext+Int,,0.2,10.0
481,1.2,49.8,42.86,Level Door,93.86,5,2.33,[500 591 576 394 412],Ext+Int,,0.5,10.0
482,44.8,64.6,74.17,Green Door,183.57,5,55.86,[610 615 809 727 686],Ext+Int,,0.2,10.0
483,26.8,60.0,79.76,Green Door,166.56,5,40.12,[610 615 809 727 686],Ext+Int,,0.5,10.0
484,20.8,53.6,60.47,Key Door,134.87,5,30.95,[ 941  999 1045  851  987],Ext+Int,,0.2,10.0
485,6.0,51.6,68.18,Key Door,125.78,5,11.03,[ 941  999 1045  851  987],Ext+Int,,0.5,10.0
486,32.0,58.8,68.97,Other Door,159.76999999999998,5,43.72,[1213 1193 1113 1228 1316],Ext+Int,,0.2,10.0
487,6.0,51.8,71.43,Other Door,129.23000000000002,5,11.07,[1213 1193 1113 1228 1316],Ext+Int,,0.5,10.0
488,10.0,49.4,47.17,Key,106.57,5,16.5,[258 347 236 268 300],Ext+Int,,0.2,10.0
489,0.0,50.0,0.0,Key,0.0,5,0.0,[258 347 236 268 300],Ext+Int,,0.5,10.0
490,18.0,52.8,59.21,Orb,130.01,5,27.61,[1005 1311 1002 1041  195],Ext+Int,,0.2,10.0
491,3.2,50.2,53.33,Orb,106.73,5,6.04,[1005 1311 1002 1041  195],Ext+Int,,0.5,10.0
492,52.4,71.2,83.97,Level Door,207.57000000000002,5,64.53,[472 572 511 572 513],Internal,,0.2,10.0
493,30.4,65.0,98.7,Level Door,194.1,5,46.48,[472 572 511 572 513],Internal,,0.5,10.0
494,55.2,61.0,62.44,Green Door,178.64,5,58.6,[823 799 779 839 708],Internal,,0.2,10.0
495,19.2,53.4,60.76,Green Door,133.35999999999999,5,29.18,[823 799 779 839 708],Internal,,0.5,10.0
496,48.8,60.6,63.87,Key Door,173.26999999999998,5,55.33,[1007  957  878  989  870],Internal,,0.2,10.0
497,18.0,55.8,73.77,Key Door,147.57,5,28.94,[1007  957  878  989  870],Internal,,0.5,10.0
498,57.6,70.4,77.42,Other Door,205.42,5,66.06,[1128 1335 1248 1338 1184],Internal,,0.2,10.0
499,22.8,60.4,91.94,Other Door,175.14000000000001,5,36.54,[1128 1335 1248 1338 1184],Internal,,0.5,10.0
500,25.6,53.8,58.72,Key,138.12,5,35.66,[ 844  262 1067  231  307],Internal,,0.2,10.0
501,6.8,52.6,80.95,Key,140.35000000000002,5,12.55,[ 844  262 1067  231  307],Internal,,0.5,10.0
502,44.8,58.0,60.87,Orb,163.67000000000002,5,51.61,[1333  588 1030 1301  750],Internal,,0.2,10.0
